fiscal_year,Query_Run,Customer,SubCustomer,productorservicearea,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
1990,08:22.5,Defense,Army,ERS,Cost Plus Incentive,3016000,NULL
1990,08:22.5,Defense,Army,FRS&C,Cost Plus Award Fee,282457000,NULL
1990,08:22.5,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,24018000,NULL
1990,08:22.5,Defense,Army,Ground Vehicles,Fixed Price Redetermination,2300000,NULL
1990,08:22.5,Defense,Army,ICT,Firm Fixed Price,485030000,NULL
1990,08:22.5,Defense,Army,ICT,Fixed Price Redetermination,362000,NULL
1990,08:22.5,Defense,Army,ICT,Time and Materials,28937000,NULL
1990,08:22.5,Defense,Army,Launchers & Munitions,Firm Fixed Price,163465000,NULL
1990,08:22.5,Defense,Army,MED,Firm Fixed Price,111986000,NULL
1990,08:22.5,Defense,Army,Missiles & Space,Firm Fixed Price,455122000,NULL
1990,08:22.5,Defense,Army,Missiles & Space,Fixed Price Incentive,14928000,NULL
1990,08:22.5,Defense,Army,FRS&C,Firm Fixed Price,3410172000,NULL
1990,08:22.5,Defense,Army,Missiles & Space,Cost Plus Incentive,50668000,NULL
1990,08:22.5,Defense,Army,Other,Cost No Fee,6249000,NULL
1990,08:22.5,Defense,Army,Other,Cost Sharing,1813000,NULL
1990,08:22.5,Defense,Army,Other,Fixed Price with Economic Price Adjustment,9133000,NULL
1990,08:22.5,Defense,Army,PAMS,Cost Plus Incentive,60275000,NULL
1990,08:22.5,Defense,Army,PAMS,Firm Fixed Price,677180000,NULL
1990,08:22.5,Defense,Army,R&D,Cost Plus Incentive,492621000,NULL
1990,08:22.5,Defense,Army,Ships,NULL,1055000,NULL
1990,08:22.5,Defense,DLA,FRS&C,Firm Fixed Price,96084000,NULL
1990,08:22.5,Defense,DLA,Ground Vehicles,Fixed Price with Economic Price Adjustment,4191000,NULL
1990,08:22.5,Defense,DLA,Other,Fixed Price with Economic Price Adjustment,52214000,NULL
1990,08:22.5,Defense,DLA,PAMS,Firm Fixed Price,2324000,NULL
1990,08:22.5,Defense,Navy,NULL,NULL,NULL,NULL
1990,08:22.5,Defense,Navy,Aircraft,Fixed Price with Economic Price Adjustment,169000,NULL
1990,08:22.5,Defense,Navy,Clothing & Subsistence,NULL,42370000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Cost Plus Award Fee,16830000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Cost Plus Fixed Fee,86342000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Firm Fixed Price,2905533600,NULL
1990,08:22.5,Defense,Navy,Engines & Power Plants,NULL,1352554000,NULL
1990,08:22.5,Defense,Navy,Engines & Power Plants,Firm Fixed Price,164103460,NULL
1990,08:22.5,Defense,Navy,ERS,Firm Fixed Price,3375007114,NULL
1990,08:22.5,Defense,Navy,FRS&C,Cost Plus Incentive,290000,NULL
1990,08:22.5,Defense,Navy,Fuels,NULL,7675000,NULL
1990,08:22.5,Defense,Navy,ICT,NULL,21941000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price with Economic Price Adjustment,304000,NULL
1990,08:22.5,Defense,Navy,MED,Fixed Price Redetermination,86000,NULL
1990,08:22.5,Defense,Navy,MED,Time and Materials,309000,NULL
1990,08:22.5,Defense,Navy,Other,Time and Materials,6014000,NULL
1990,08:22.5,Defense,Navy,PAMS,Cost No Fee,42376000,NULL
1990,08:22.5,Defense,Navy,PAMS,Cost Sharing,783000,NULL
1990,08:22.5,Defense,Navy,PAMS,Fixed Price Incentive,13615000,NULL
1990,08:22.5,Defense,Navy,PAMS,Labor Hours,80636000,NULL
1990,08:22.5,Defense,Navy,R&D,Fixed Price Incentive,1383142000,NULL
1990,08:22.5,Defense,Navy,R&D,Fixed Price with Economic Price Adjustment,17661000,NULL
1990,08:22.5,Defense,Navy,Ships,Cost Plus Fixed Fee,27248000,NULL
1990,08:22.5,Defense,Other DoD,Electronics & Communications,NULL,4631000,NULL
1990,08:22.5,Defense,Other DoD,Launchers & Munitions,Firm Fixed Price,383000,NULL
1990,08:22.5,Defense,Other DoD,Other,Cost Plus Award Fee,3107000,NULL
1990,08:22.5,Defense,Other DoD,PAMS,Cost Plus Award Fee,17763000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Cost Plus Award Fee,291029000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Fixed Price Redetermination,2898000,NULL
1991,08:22.5,Defense,Air Force,Aircraft,Fixed Price Incentive,1594596000,NULL
1991,08:22.5,Defense,Air Force,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,129000,NULL
1990,08:22.5,Defense,Army,ICT,Fixed Price with Economic Price Adjustment,836000,NULL
1990,08:22.5,Defense,Army,ICT,Labor Hours,326000,NULL
1990,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price with Economic Price Adjustment,491000,NULL
1990,08:22.5,Defense,Army,Missiles & Space,Cost Plus Fixed Fee,4257000,NULL
1990,08:22.5,Defense,Army,Other,Firm Fixed Price,651462000,NULL
1990,08:22.5,Defense,Army,Other,Fixed Price Incentive,10541000,NULL
1990,08:22.5,Defense,Army,PAMS,Cost Sharing,273000,NULL
1990,08:22.5,Defense,Army,PAMS,Fixed Price Redetermination,12168000,NULL
1990,08:22.5,Defense,DLA,Clothing & Subsistence,NULL,1691937000,NULL
1990,08:22.5,Defense,DLA,Electronics & Communications,Firm Fixed Price,262954000,NULL
1990,08:22.5,Defense,DLA,Electronics & Communications,Fixed Price Redetermination,578000,NULL
1990,08:22.5,Defense,DLA,Engines & Power Plants,Fixed Price with Economic Price Adjustment,1752000,NULL
1990,08:22.5,Defense,DLA,FRS&C,NULL,363000,NULL
1990,08:22.5,Defense,DLA,FRS&C,Time and Materials,57000,NULL
1990,08:22.5,Defense,DLA,ICT,Labor Hours,12648000,NULL
1990,08:22.5,Defense,DLA,Other,Firm Fixed Price,427816000,NULL
1990,08:22.5,Defense,DLA,R&D,Cost Plus Fixed Fee,1729000,NULL
1990,08:22.5,Defense,DLA,Ships,Fixed Price with Economic Price Adjustment,75000,NULL
1990,08:22.5,Defense,Navy,Clothing & Subsistence,Cost Plus Fixed Fee,78000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,NULL,997015000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Labor Hours,486000,NULL
1990,08:22.5,Defense,Navy,ERS,Cost No Fee,5899000,NULL
1990,08:22.5,Defense,Navy,ERS,Cost Plus Award Fee,175236000,NULL
1990,08:22.5,Defense,Navy,ERS,Fixed Price with Economic Price Adjustment,378465000,NULL
1990,08:22.5,Defense,Navy,ERS,Labor Hours,11598000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Cost Plus Fixed Fee,37753000,NULL
1990,08:22.5,Defense,Navy,Ground Vehicles,Firm Fixed Price,33745000,NULL
1990,08:22.5,Defense,Navy,ICT,Time and Materials,125299000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,Firm Fixed Price,626000714,NULL
1990,08:22.5,Defense,Navy,MED,Firm Fixed Price,124052000,NULL
1990,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Incentive,283772000,NULL
1990,08:22.5,Defense,Navy,Other,NULL,272559000,NULL
1990,08:22.5,Defense,Navy,Other,Cost No Fee,447000,NULL
1990,08:22.5,Defense,Navy,Other,Fixed Price with Economic Price Adjustment,2033000,NULL
1990,08:22.5,Defense,Navy,Other,Labor Hours,166000,NULL
1990,08:22.5,Defense,Navy,PAMS,NULL,221871000,NULL
1990,08:22.5,Defense,Navy,PAMS,Time and Materials,397425125,NULL
1990,08:22.5,Defense,Navy,R&D,Cost Plus Incentive,269444000,NULL
1990,08:22.5,Defense,Navy,R&D,Cost Sharing,22156000,NULL
1990,08:22.5,Defense,Navy,R&D,Fixed Price Redetermination,900000,NULL
1990,08:22.5,Defense,Other DoD,NULL,NULL,NULL,NULL
1990,08:22.5,Defense,Other DoD,Aircraft,Firm Fixed Price,67000,NULL
1990,08:22.5,Defense,Other DoD,Clothing & Subsistence,NULL,577000,NULL
1990,08:22.5,Defense,Other DoD,Electronics & Communications,Firm Fixed Price,271124000,NULL
1990,08:22.5,Defense,Army,Launchers & Munitions,Cost No Fee,1000000,NULL
1990,08:22.5,Defense,Army,Missiles & Space,NULL,878484000,NULL
1990,08:22.5,Defense,Army,Other,Cost Plus Fixed Fee,75603000,NULL
1990,08:22.5,Defense,Army,Other,Time and Materials,13143000,NULL
1990,08:22.5,Defense,Army,PAMS,Fixed Price with Economic Price Adjustment,102852000,NULL
1990,08:22.5,Defense,Army,PAMS,Labor Hours,2170000,NULL
1990,08:22.5,Defense,Army,R&D,Fixed Price with Economic Price Adjustment,38658000,NULL
1990,08:22.5,Defense,Army,R&D,Time and Materials,105196000,NULL
1990,08:22.5,Defense,DLA,NULL,NULL,NULL,NULL
1990,08:22.5,Defense,DLA,Aircraft,NULL,11585000,NULL
1990,08:22.5,Defense,DLA,Engines & Power Plants,NULL,76257000,NULL
1990,08:22.5,Defense,DLA,Engines & Power Plants,Firm Fixed Price,16788000,NULL
1990,08:22.5,Defense,DLA,ERS,Firm Fixed Price,105717000,NULL
1990,08:22.5,Defense,DLA,Fuels,NULL,3768165000,NULL
1990,08:22.5,Defense,DLA,Fuels,Firm Fixed Price,129274000,NULL
1990,08:22.5,Defense,DLA,Launchers & Munitions,NULL,1856000,NULL
1990,08:22.5,Defense,DLA,Missiles & Space,NULL,2317000,NULL
1990,08:22.5,Defense,DLA,PAMS,Labor Hours,1936000,NULL
1990,08:22.5,Defense,Navy,Aircraft,Fixed Price Redetermination,368000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price with Economic Price Adjustment,2086000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Time and Materials,7694000,NULL
1990,08:22.5,Defense,Navy,FRS&C,NULL,47086000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Firm Fixed Price,2269305778,NULL
1990,08:22.5,Defense,Navy,ICT,Cost Plus Award Fee,48029000,NULL
1990,08:22.5,Defense,Navy,ICT,Cost Plus Incentive,2055000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Redetermination,255000,NULL
1990,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Redetermination,806000,NULL
1990,08:22.5,Defense,Navy,PAMS,Firm Fixed Price,891613034,NULL
1990,08:22.5,Defense,Navy,PAMS,Fixed Price Redetermination,9633000,NULL
1990,08:22.5,Defense,Navy,R&D,Cost Plus Fixed Fee,2068684764,NULL
1990,08:22.5,Defense,Navy,R&D,Firm Fixed Price,1111522000,NULL
1990,08:22.5,Defense,Navy,Ships,Fixed Price Incentive,4014635000,NULL
1990,08:22.5,Defense,Other DoD,ERS,Cost Plus Award Fee,944000,NULL
1990,08:22.5,Defense,Other DoD,Ground Vehicles,Firm Fixed Price,199000,NULL
1990,08:22.5,Defense,Other DoD,ICT,NULL,370000,NULL
1990,08:22.5,Defense,Other DoD,ICT,Labor Hours,771000,NULL
1990,08:22.5,Defense,Other DoD,MED,Firm Fixed Price,480961000,NULL
1990,08:22.5,Defense,Other DoD,PAMS,Time and Materials,8614000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Time and Materials,4212000,NULL
1991,08:22.5,Defense,Air Force,Aircraft,Cost Plus Fixed Fee,42736000,NULL
1991,08:22.5,Defense,Air Force,Aircraft,Firm Fixed Price,6529034000,NULL
1991,08:22.5,Defense,Air Force,Clothing & Subsistence,Fixed Price Redetermination,46000,NULL
1991,08:22.5,Defense,Air Force,Engines & Power Plants,Cost Plus Fixed Fee,10948000,NULL
1991,08:22.5,Defense,Air Force,ERS,Cost Plus Award Fee,19651000,NULL
1990,08:22.5,Defense,DLA,Electronics & Communications,NULL,65018000,NULL
1990,08:22.5,Defense,DLA,Fuels,Fixed Price with Economic Price Adjustment,974575000,NULL
1990,08:22.5,Defense,DLA,Ground Vehicles,Firm Fixed Price,20564000,NULL
1990,08:22.5,Defense,DLA,PAMS,NULL,202000,NULL
1990,08:22.5,Defense,DLA,R&D,Cost Sharing,5209000,NULL
1990,08:22.5,Defense,Navy,Aircraft,Cost Plus Incentive,374000,NULL
1990,08:22.5,Defense,Navy,Aircraft,Firm Fixed Price,4308954572,NULL
1990,08:22.5,Defense,Navy,Clothing & Subsistence,Fixed Price Redetermination,132000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Cost Sharing,30000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Redetermination,4883000,NULL
1990,08:22.5,Defense,Navy,Engines & Power Plants,Cost Plus Fixed Fee,329799000,NULL
1990,08:22.5,Defense,Navy,ERS,Fixed Price Incentive,140087000,NULL
1990,08:22.5,Defense,Navy,ERS,Time and Materials,109759000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Fixed Price Redetermination,4827000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Time and Materials,17654000,NULL
1990,08:22.5,Defense,Navy,Fuels,Firm Fixed Price,3433000,NULL
1990,08:22.5,Defense,Navy,Ground Vehicles,NULL,25766000,NULL
1990,08:22.5,Defense,Navy,ICT,Cost No Fee,2297000,NULL
1990,08:22.5,Defense,Navy,ICT,Labor Hours,22694000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,NULL,805943000,NULL
1990,08:22.5,Defense,Navy,MED,Cost Plus Fixed Fee,2103000,NULL
1990,08:22.5,Defense,Navy,MED,Fixed Price with Economic Price Adjustment,68000,NULL
1990,08:22.5,Defense,Navy,MED,Labor Hours,142000,NULL
1990,08:22.5,Defense,Navy,Other,Cost Sharing,463000,NULL
1990,08:22.5,Defense,Navy,Other,Fixed Price Incentive,104768000,NULL
1990,08:22.5,Defense,Navy,PAMS,Cost Plus Incentive,3353000,NULL
1990,08:22.5,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,1431000,NULL
1990,08:22.5,Defense,Navy,R&D,Time and Materials,67274000,NULL
1990,08:22.5,Defense,Navy,Ships,Cost Plus Award Fee,51634000,NULL
1990,08:22.5,Defense,Navy,Ships,Labor Hours,3815000,NULL
1990,08:22.5,Defense,Other DoD,Electronics & Communications,Cost Plus Fixed Fee,13474000,NULL
1990,08:22.5,Defense,Other DoD,ERS,Cost Plus Fixed Fee,656000,NULL
1990,08:22.5,Defense,Other DoD,ERS,Labor Hours,216000,NULL
1990,08:22.5,Defense,Other DoD,ICT,Cost Plus Incentive,5650000,NULL
1990,08:22.5,Defense,Other DoD,ICT,Fixed Price Redetermination,361000,NULL
1990,08:22.5,Defense,Other DoD,MED,Fixed Price Incentive,126559000,NULL
1990,08:22.5,Defense,Other DoD,MED,Fixed Price Redetermination,23177000,NULL
1990,08:22.5,Defense,Other DoD,Other,Cost No Fee,5312000,NULL
1990,08:22.5,Defense,Other DoD,Other,Cost Plus Fixed Fee,42757000,NULL
1990,08:22.5,Defense,Other DoD,PAMS,NULL,1040000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Cost Sharing,13649000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Firm Fixed Price,124807000,NULL
1991,08:22.5,Defense,Air Force,Clothing & Subsistence,Firm Fixed Price,200390000,NULL
1991,08:22.5,Defense,Air Force,Electronics & Communications,Cost Plus Fixed Fee,29498000,NULL
1991,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price Incentive,5904000,NULL
1991,08:22.5,Defense,Air Force,ERS,NULL,172915000,NULL
1991,08:22.5,Defense,Air Force,ERS,Time and Materials,422659000,NULL
1991,08:22.5,Defense,Air Force,FRS&C,Cost Plus Award Fee,506674000,NULL
1991,08:22.5,Defense,Air Force,FRS&C,Fixed Price Redetermination,18515000,NULL
1991,08:22.5,Defense,Air Force,Fuels,Fixed Price with Economic Price Adjustment,48670000,NULL
1991,08:22.5,Defense,Air Force,Ground Vehicles,Fixed Price Redetermination,32000,NULL
1991,08:22.5,Defense,Air Force,ICT,Cost Sharing,294000,NULL
1991,08:22.5,Defense,Air Force,Missiles & Space,Cost No Fee,2276000,NULL
1991,08:22.5,Defense,Air Force,Missiles & Space,Fixed Price Incentive,641358000,NULL
1991,08:22.5,Defense,Air Force,Missiles & Space,Fixed Price with Economic Price Adjustment,91047000,NULL
1991,08:22.5,Defense,Air Force,Other,Time and Materials,20438000,NULL
1991,08:22.5,Defense,Air Force,R&D,Cost No Fee,571046000,NULL
1991,08:22.5,Defense,Air Force,R&D,Fixed Price with Economic Price Adjustment,205735000,NULL
1991,08:22.5,Defense,Air Force,R&D,Labor Hours,24275000,NULL
1991,08:22.5,Defense,Air Force,Ships,Firm Fixed Price,5202000,NULL
1991,08:22.5,Defense,Army,Clothing & Subsistence,Cost No Fee,198000,NULL
1991,08:22.5,Defense,Army,Electronics & Communications,Fixed Price Incentive,73381000,NULL
1991,08:22.5,Defense,Army,Engines & Power Plants,Fixed Price Incentive,-405000,NULL
1991,08:22.5,Defense,Army,ERS,Cost No Fee,43630000,NULL
1991,08:22.5,Defense,Army,ERS,Fixed Price Incentive,3133000,NULL
1991,08:22.5,Defense,Army,ERS,Fixed Price with Economic Price Adjustment,77133000,NULL
1991,08:22.5,Defense,Army,ERS,Time and Materials,100957000,NULL
1991,08:22.5,Defense,Army,FRS&C,Cost Plus Fixed Fee,370734000,NULL
1991,08:22.5,Defense,Army,FRS&C,Fixed Price Redetermination,24487000,NULL
1991,08:22.5,Defense,Army,Ground Vehicles,NULL,1409518000,NULL
1991,08:22.5,Defense,Army,Ground Vehicles,Labor Hours,808000,NULL
1991,08:22.5,Defense,Army,Ground Vehicles,Time and Materials,-233000,NULL
1991,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Award Fee,133014000,NULL
1991,08:22.5,Defense,Army,MED,Cost No Fee,17655000,NULL
1991,08:22.5,Defense,Army,MED,Fixed Price with Economic Price Adjustment,621000,NULL
1991,08:22.5,Defense,Army,Other,Cost No Fee,31995000,NULL
1991,08:22.5,Defense,Army,Other,Fixed Price with Economic Price Adjustment,31078000,NULL
1991,08:22.5,Defense,Army,PAMS,Cost Plus Award Fee,215561000,NULL
1991,08:22.5,Defense,Army,PAMS,Firm Fixed Price,1087699000,NULL
1991,08:22.5,Defense,Army,R&D,Cost Plus Incentive,1162287000,NULL
1991,08:22.5,Defense,Army,Ships,Cost Plus Fixed Fee,111000,NULL
1991,08:22.5,Defense,Army,Ships,Firm Fixed Price,11200000,NULL
1991,08:22.5,Defense,DLA,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,1529000,NULL
1991,08:22.5,Defense,DLA,Electronics & Communications,Firm Fixed Price,324984000,NULL
1991,08:22.5,Defense,DLA,Fuels,Fixed Price with Economic Price Adjustment,5835291000,NULL
1991,08:22.5,Defense,DLA,Ground Vehicles,NULL,1805000,NULL
1990,08:22.5,Defense,Army,R&D,NULL,78108000,NULL
1990,08:22.5,Defense,Army,R&D,Cost No Fee,128824000,NULL
1990,08:22.5,Defense,Army,R&D,Labor Hours,3594000,NULL
1990,08:22.5,Defense,DLA,Aircraft,Firm Fixed Price,35806000,NULL
1990,08:22.5,Defense,DLA,Clothing & Subsistence,Fixed Price Redetermination,291000,NULL
1990,08:22.5,Defense,DLA,ERS,NULL,29000,NULL
1990,08:22.5,Defense,DLA,Fuels,Fixed Price Redetermination,-325000,NULL
1990,08:22.5,Defense,DLA,Other,NULL,288299000,NULL
1990,08:22.5,Defense,DLA,R&D,Cost No Fee,7970000,NULL
1990,08:22.5,Defense,Navy,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,305000,NULL
1990,08:22.5,Defense,Navy,Engines & Power Plants,Fixed Price Redetermination,1196000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Cost No Fee,32118000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Cost Plus Award Fee,142188000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Fixed Price with Economic Price Adjustment,252613000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Labor Hours,2422000,NULL
1990,08:22.5,Defense,Navy,Fuels,Fixed Price with Economic Price Adjustment,28000,NULL
1990,08:22.5,Defense,Navy,ICT,Cost Sharing,1956000,NULL
1990,08:22.5,Defense,Navy,ICT,Fixed Price Redetermination,664000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Incentive,714000,NULL
1990,08:22.5,Defense,Navy,Missiles & Space,Firm Fixed Price,1306187000,NULL
1990,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Incentive,222342000,NULL
1990,08:22.5,Defense,Navy,Other,Cost Plus Fixed Fee,43477000,NULL
1990,08:22.5,Defense,Navy,Ships,Firm Fixed Price,540606000,NULL
1990,08:22.5,Defense,Navy,Ships,Fixed Price Redetermination,50000,NULL
1990,08:22.5,Defense,Other DoD,Clothing & Subsistence,Firm Fixed Price,29000,NULL
1990,08:22.5,Defense,Other DoD,Electronics & Communications,Cost Plus Incentive,345000,NULL
1990,08:22.5,Defense,Other DoD,Electronics & Communications,Fixed Price Redetermination,1316000,NULL
1990,08:22.5,Defense,Other DoD,FRS&C,Firm Fixed Price,23940000,NULL
1990,08:22.5,Defense,Other DoD,FRS&C,Time and Materials,1254000,NULL
1990,08:22.5,Defense,Other DoD,ICT,Fixed Price with Economic Price Adjustment,189000,NULL
1990,08:22.5,Defense,Other DoD,MED,Cost Plus Fixed Fee,6211000,NULL
1990,08:22.5,Defense,Other DoD,Other,Fixed Price Redetermination,29000,NULL
1990,08:22.5,Defense,Other DoD,PAMS,Cost Plus Incentive,474000,NULL
1990,08:22.5,Defense,Other DoD,R&D,NULL,8752000,NULL
1991,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price Incentive,695262000,NULL
1991,08:22.5,Defense,Air Force,Electronics & Communications,Time and Materials,17433000,NULL
1991,08:22.5,Defense,Air Force,Engines & Power Plants,Firm Fixed Price,1289828000,NULL
1991,08:22.5,Defense,Air Force,ERS,Cost No Fee,8744000,NULL
1991,08:22.5,Defense,Air Force,ERS,Fixed Price with Economic Price Adjustment,58062000,NULL
1991,08:22.5,Defense,Air Force,Ground Vehicles,Fixed Price with Economic Price Adjustment,282000,NULL
1991,08:22.5,Defense,Air Force,Launchers & Munitions,Fixed Price with Economic Price Adjustment,2991000,NULL
1991,08:22.5,Defense,Air Force,Other,NULL,140147000,NULL
1990,08:22.5,Defense,Army,R&D,Fixed Price Incentive,78302000,NULL
1990,08:22.5,Defense,DLA,Clothing & Subsistence,Firm Fixed Price,997742000,NULL
1990,08:22.5,Defense,DLA,ICT,Firm Fixed Price,27471000,NULL
1990,08:22.5,Defense,DLA,Other,Fixed Price Redetermination,242000,NULL
1990,08:22.5,Defense,Navy,Aircraft,Cost Plus Fixed Fee,6338000,NULL
1990,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Incentive,489833000,NULL
1990,08:22.5,Defense,Navy,ERS,Cost Plus Incentive,1104142000,NULL
1990,08:22.5,Defense,Navy,FRS&C,Fixed Price Incentive,4517000,NULL
1990,08:22.5,Defense,Navy,ICT,Firm Fixed Price,424550000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Award Fee,1857000,NULL
1990,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Fixed Fee,12909000,NULL
1990,08:22.5,Defense,Navy,MED,Cost No Fee,225000,NULL
1990,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Award Fee,2000000,NULL
1990,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Fixed Fee,83300000,NULL
1990,08:22.5,Defense,Navy,Other,Cost Plus Incentive,2242000,NULL
1990,08:22.5,Defense,Navy,PAMS,Cost Plus Award Fee,471535000,NULL
1990,08:22.5,Defense,Navy,R&D,Cost Plus Award Fee,206905000,NULL
1990,08:22.5,Defense,Navy,Ships,Time and Materials,229000,NULL
1990,08:22.5,Defense,Other DoD,Engines & Power Plants,NULL,154000,NULL
1990,08:22.5,Defense,Other DoD,ERS,NULL,396000,NULL
1990,08:22.5,Defense,Other DoD,ERS,Firm Fixed Price,6143000,NULL
1990,08:22.5,Defense,Other DoD,ICT,Time and Materials,3297000,NULL
1990,08:22.5,Defense,Other DoD,Other,NULL,15688000,NULL
1990,08:22.5,Defense,Other DoD,Other,Firm Fixed Price,59160000,NULL
1990,08:22.5,Defense,Other DoD,PAMS,Cost No Fee,6891000,NULL
1990,08:22.5,Defense,Other DoD,PAMS,Labor Hours,629000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Cost No Fee,51252000,NULL
1990,08:22.5,Defense,Other DoD,R&D,Labor Hours,15858000,NULL
