fiscal_year,Query_Run_Date,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,SumOfobligatedAmount,SumOfnumberOfActions
1989,18:19.4,Navy,R&D,No Competition (Unlabeled Exception),No competition,2980000,NULL
1989,18:19.4,Other DoD,FRS&C,No Competition (Other Exception),No competition,205000,NULL
1989,18:19.4,Other DoD,Products,Limited Competition with multiple offers,Two Offers,1657000,NULL
1990,18:19.4,Air Force,FRS&C,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,50147000,NULL
1990,18:19.4,Air Force,Fuel,Limited Competition with multiple offers,Two Offers,222000,NULL
1990,18:19.4,Air Force,ICT,No Competition (Only One Source Exception),No competition,196508000,NULL
1990,18:19.4,Air Force,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,91000,NULL
1990,18:19.4,Air Force,MED,Competition with single offer,One Offer,2088000,NULL
1990,18:19.4,Air Force,MED,Limited Competition with multiple offers,Two Offers,25824000,NULL
1990,18:19.4,Air Force,PAMS,No Competition (Other Exception),No competition,229070000,NULL
1990,18:19.4,Air Force,Products,No Competition (Only One Source Exception),No competition,5393138000,NULL
1990,18:19.4,Air Force,Products,No Competition (Other Exception),No competition,1857500000,NULL
1990,18:19.4,Army,FRS&C,Competition with single offer,One Offer,91307000,NULL
1990,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,3326217000,NULL
1990,18:19.4,Army,ICT,Competition with single offer,One Offer,56182000,NULL
1990,18:19.4,Army,ICT,Unlabeled: Competition; Unlabeled Offers,NULL,16964000,NULL
1990,18:19.4,Army,R&D,No Competition (Unlabeled Exception),No competition,100269000,NULL
1990,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,Two Offers,44006000,NULL
1990,18:19.4,DLA,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,202000,NULL
1990,18:19.4,DLA,R&D,No Competition (Unlabeled Exception),No competition,406000,NULL
1990,18:19.4,Navy,ERS,Unlabeled: Competition; Unlabeled Offers,NULL,174205000,NULL
1990,18:19.4,Navy,Fuel,No Competition (Other Exception),No competition,179000,NULL
1990,18:19.4,Navy,PAMS,Competition with single offer,One Offer,391598000,NULL
1990,18:19.4,Navy,PAMS,Limited Competition with multiple offers,Two Offers,1941130378,NULL
1990,18:19.4,Navy,Products,Competition with single offer,One Offer,307407000,NULL
1990,18:19.4,Navy,Products,Limited Competition with multiple offers,Two Offers,8326655083,NULL
1990,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,Two Offers,2915000,NULL
1990,18:19.4,Other DoD,ICT,No Competition (Other Exception),No competition,48583000,NULL
1990,18:19.4,Other DoD,MED,Unlabeled: Competition; Unlabeled Offers,NULL,45000,NULL
1990,18:19.4,Other DoD,PAMS,No Competition (Other Exception),No competition,23732000,NULL
1990,18:19.4,Other DoD,Products,No Competition (Other Exception),No competition,83171000,NULL
1990,18:19.4,Other DoD,R&D,No Competition (Unlabeled Exception),No competition,33704000,NULL
1991,18:19.4,Air Force,ERS,No Competition (Only One Source Exception),No competition,573072000,NULL
1991,18:19.4,Air Force,ERS,No Competition (Unlabeled Exception),No competition,163037000,NULL
1991,18:19.4,Air Force,FRS&C,No Competition (Unlabeled Exception),No competition,679526000,NULL
1991,18:19.4,Air Force,R&D,No Competition (Other Exception),No competition,168777000,NULL
1991,18:19.4,Army,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,3267000,NULL
1991,18:19.4,Army,FRS&C,No Competition (Other Exception),No competition,1004929000,NULL
1991,18:19.4,Army,ICT,Limited Competition with multiple offers,Two Offers,367661000,NULL
1991,18:19.4,Army,PAMS,Competition with single offer,One Offer,173303000,NULL
1991,18:19.4,Army,PAMS,Unlabeled: Competition; Unlabeled Offers,NULL,10195000,NULL
1991,18:19.4,Army,Products,Competition with single offer,One Offer,572242000,NULL
1991,18:19.4,Army,Products,Unlabeled: Competition; Unlabeled Offers,NULL,276565000,NULL
1991,18:19.4,DLA,FRS&C,No Competition (Other Exception),No competition,23270000,NULL
1991,18:19.4,DLA,ICT,Limited Competition with multiple offers,Two Offers,39155000,NULL
1991,18:19.4,DLA,Products,Competition with single offer,One Offer,652048000,NULL
1991,18:19.4,Navy,ERS,Competition with single offer,One Offer,142544383,NULL
1991,18:19.4,Navy,ERS,Limited Competition with multiple offers,Two Offers,4092247869,NULL
1991,18:19.4,Army,FRS&C,Unlabeled: Competition; Unlabeled Offers,NULL,25901000,NULL
1991,18:19.4,Army,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,170000,NULL
1991,18:19.4,Army,MED,Competition with single offer,One Offer,4897000,NULL
1991,18:19.4,Army,PAMS,No Competition (Only One Source Exception),No competition,489086000,NULL
1991,18:19.4,Army,PAMS,No Competition (Unlabeled Exception),No competition,510313000,NULL
1991,18:19.4,Army,Products,No Competition (Unlabeled Exception),No competition,2573512000,NULL
1991,18:19.4,Army,R&D,Limited Competition with multiple offers,Two Offers,2495184000,NULL
1991,18:19.4,DLA,MED,Competition with single offer,One Offer,34000,NULL
1991,18:19.4,DLA,MED,Limited Competition with multiple offers,Two Offers,68000,NULL
1991,18:19.4,DLA,PAMS,No Competition (Only One Source Exception),No competition,1126000,NULL
1991,18:19.4,DLA,PAMS,No Competition (Unlabeled Exception),No competition,88000,NULL
1991,18:19.4,DLA,Products,No Competition (Only One Source Exception),No competition,113125000,NULL
1991,18:19.4,DLA,Products,No Competition (Unlabeled Exception),No competition,82516000,NULL
1991,18:19.4,Navy,ERS,No Competition (Unlabeled Exception),No competition,115478082,NULL
1991,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,Two Offers,3317029443,NULL
1991,18:19.4,Navy,ICT,Unlabeled: Competition; Unlabeled Offers,NULL,31000,NULL
1991,18:19.4,Navy,R&D,No Competition (Only One Source Exception),No competition,1661644081,NULL
1991,18:19.4,Navy,R&D,No Competition (Unlabeled Exception),No competition,474874000,NULL
1991,18:19.4,Other DoD,FRS&C,No Competition (Other Exception),No competition,5763000,NULL
1991,18:19.4,Other DoD,MED,No Competition (Only One Source Exception),No competition,120000,NULL
1991,18:19.4,Other DoD,PAMS,No Competition (Unlabeled Exception),No competition,134343000,NULL
1991,18:19.4,Other DoD,Products,No Competition (Unlabeled Exception),No competition,1344000,NULL
1992,18:19.4,Air Force,Fuel,Competition with single offer,One Offer,14319191,NULL
1992,18:19.4,Air Force,Fuel,Limited Competition with multiple offers,Two Offers,47701310,NULL
1992,18:19.4,Air Force,ICT,Competition with single offer,One Offer,175161677,NULL
1992,18:19.4,Air Force,ICT,No Competition (Only One Source Exception),No competition,265746137,NULL
1992,18:19.4,Air Force,PAMS,No Competition (Other Exception),No competition,198501026,NULL
1992,18:19.4,Air Force,PAMS,Unlabeled: Competition; Unlabeled Offers,NULL,12462777,NULL
1992,18:19.4,Air Force,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,80579,NULL
1992,18:19.4,Air Force,Products,No Competition (Other Exception),No competition,2402920756,NULL
1992,18:19.4,Army,ERS,No Competition (Only One Source Exception),No competition,226655526,NULL
1992,18:19.4,Army,ERS,No Competition (Unlabeled Exception),No competition,30163913,NULL
1992,18:19.4,Army,FRS&C,Competition with single offer,One Offer,150951405,NULL
1992,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,5636800279,NULL
1992,18:19.4,Army,ICT,Unlabeled: Competition; Unlabeled Offers,NULL,17848228,NULL
1992,18:19.4,DLA,ERS,No Competition (Only One Source Exception),No competition,70620,NULL
1992,18:19.4,DLA,ERS,No Competition (Unlabeled Exception),No competition,139216,NULL
1992,18:19.4,DLA,R&D,No Competition (Only One Source Exception),No competition,3325152,NULL
1992,18:19.4,DLA,R&D,No Competition (Other Exception),No competition,637131,NULL
1992,18:19.4,Navy,FRS&C,No Competition (Other Exception),No competition,281649509,1
1992,18:19.4,Navy,MED,No Competition (Unlabeled Exception),No competition,1551509,NULL
1992,18:19.4,Navy,PAMS,No Competition (Unlabeled Exception),No competition,230884734,NULL
1992,18:19.4,Other DoD,FRS&C,Competition with single offer,One Offer,1528529,NULL
1992,18:19.4,Other DoD,FRS&C,Limited Competition with multiple offers,Two Offers,42988756,NULL
1992,18:19.4,Other DoD,ICT,No Competition (Other Exception),No competition,153716731,NULL
1992,18:19.4,Other DoD,ICT,Unlabeled: Competition; Unlabeled Offers,NULL,4690180,NULL
1992,18:19.4,Other DoD,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,73844,NULL
1992,18:19.4,Other DoD,R&D,No Competition (Unlabeled Exception),No competition,53647570,NULL
1993,18:19.4,Air Force,ERS,No Competition (Other Exception),No competition,419994672,NULL
1993,18:19.4,Air Force,FRS&C,No Competition (Unlabeled Exception),No competition,493722334,NULL
1993,18:19.4,Air Force,PAMS,Competition with single offer,One Offer,281675511,NULL
1993,18:19.4,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,1968850198,NULL
1993,18:19.4,Air Force,Products,Competition with single offer,One Offer,435166775,NULL
1993,18:19.4,Air Force,R&D,No Competition (Other Exception),No competition,165452739,NULL
1993,18:19.4,Army,FRS&C,No Competition (Other Exception),No competition,789152559,NULL
1993,18:19.4,Army,ICT,Limited Competition with multiple offers,Two Offers,868926239,NULL
1993,18:19.4,Army,MED,No Competition (Only One Source Exception),No competition,3457056,NULL
1993,18:19.4,Army,MED,No Competition (Unlabeled Exception),No competition,421120,NULL
1993,18:19.4,Army,PAMS,Unlabeled: Competition; Unlabeled Offers,NULL,1634670,NULL
NULL,18:19.4,Other DoD,NULL,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,NULL,NULL
1988,18:19.4,Navy,Products,No Competition (Other Exception),No competition,869000,NULL
1988,18:19.4,Navy,R&D,Limited Competition with multiple offers,Two Offers,89000,NULL
1989,18:19.4,Army,NULL,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,NULL,NULL
1989,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,61774000,NULL
1989,18:19.4,Army,R&D,Competition with single offer,One Offer,44000,NULL
1989,18:19.4,Navy,ERS,Unlabeled: Competition; Unlabeled Offers,NULL,850000,NULL
1989,18:19.4,Navy,FRS&C,Competition with single offer,One Offer,12269000,NULL
1989,18:19.4,Navy,FRS&C,Unlabeled: Competition; Unlabeled Offers,NULL,2092000,NULL
1989,18:19.4,Navy,PAMS,Competition with single offer,One Offer,12410000,NULL
1989,18:19.4,Navy,PAMS,No Competition (Only One Source Exception),No competition,15932000,NULL
1989,18:19.4,Navy,R&D,Unlabeled: Competition; Unlabeled Offers,NULL,138000,NULL
1989,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,Two Offers,762000,NULL
1989,18:19.4,Other DoD,PAMS,No Competition (Other Exception),No competition,299000,NULL
1989,18:19.4,Other DoD,Products,No Competition (Other Exception),No competition,1266000,NULL
1990,18:19.4,Air Force,ERS,No Competition (Unlabeled Exception),No competition,193266000,NULL
1990,18:19.4,Air Force,FRS&C,Competition with single offer,One Offer,57384000,NULL
1990,18:19.4,Air Force,Products,Limited Competition with multiple offers,Two Offers,4026070000,NULL
1990,18:19.4,Air Force,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,5177451000,NULL
1990,18:19.4,Air Force,R&D,No Competition (Other Exception),No competition,159265000,NULL
1990,18:19.4,Army,FRS&C,Unlabeled: Competition; Unlabeled Offers,NULL,11253000,NULL
1990,18:19.4,Army,Fuel,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,2716000,NULL
1990,18:19.4,Army,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,52000,NULL
1990,18:19.4,Army,MED,Limited Competition with multiple offers,Two Offers,105443000,NULL
1990,18:19.4,Army,Products,No Competition (Unlabeled Exception),No competition,615514000,NULL
1990,18:19.4,DLA,FRS&C,No Competition (Other Exception),No competition,15969000,NULL
1990,18:19.4,DLA,Fuel,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,3760698000,NULL
1990,18:19.4,DLA,Products,No Competition (Unlabeled Exception),No competition,20778000,NULL
1990,18:19.4,Navy,NULL,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,NULL,NULL
1990,18:19.4,Navy,ERS,Competition with single offer,One Offer,129605000,NULL
1990,18:19.4,Navy,ERS,Limited Competition with multiple offers,Two Offers,3196224194,NULL
1990,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,Two Offers,2338703778,NULL
1990,18:19.4,Navy,ICT,Competition with single offer,One Offer,114852000,NULL
1990,18:19.4,Navy,ICT,Limited Competition with multiple offers,5-9 Offers,249799,1
1990,18:19.4,Navy,ICT,No Competition (Only One Source Exception),No competition,223196000,NULL
1990,18:19.4,Navy,ICT,Unlabeled: Competition; Unlabeled Offers,NULL,918000,NULL
1990,18:19.4,Navy,PAMS,No Competition (Other Exception),No competition,486605000,NULL
1990,18:19.4,Navy,R&D,Limited Competition with multiple offers,Two Offers,2452135764,NULL
1990,18:19.4,Navy,R&D,No Competition (Unlabeled Exception),No competition,556868000,NULL
1990,18:19.4,Other DoD,MED,Limited Competition with multiple offers,Two Offers,593884000,NULL
1990,18:19.4,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,19853000,NULL
1990,18:19.4,Other DoD,Products,No Competition (Only One Source Exception),No competition,75064000,NULL
1991,18:19.4,Air Force,Fuel,Competition with single offer,One Offer,17317000,NULL
1991,18:19.4,Air Force,Fuel,Limited Competition with multiple offers,Two Offers,50363000,NULL
1991,18:19.4,Air Force,Products,No Competition (Other Exception),No competition,2484577000,NULL
1991,18:19.4,Air Force,R&D,Limited Competition with multiple offers,Two Offers,3465621000,NULL
1991,18:19.4,Army,ERS,Competition with single offer,One Offer,112422000,NULL
1991,18:19.4,Army,FRS&C,Competition with single offer,One Offer,363649000,NULL
1991,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,5681787000,NULL
1991,18:19.4,Army,FRS&C,No Competition (Only One Source Exception),No competition,676636000,NULL
1991,18:19.4,Army,FRS&C,No Competition (Unlabeled Exception),No competition,474940000,NULL
1991,18:19.4,Army,Fuel,No Competition (Only One Source Exception),No competition,254000,NULL
1991,18:19.4,Army,R&D,No Competition (Unlabeled Exception),No competition,119208000,NULL
1991,18:19.4,Army,R&D,Unlabeled: Competition; Unlabeled Offers,NULL,52230000,NULL
1991,18:19.4,DLA,ERS,Competition with single offer,One Offer,1258000,NULL
1991,18:19.4,DLA,ERS,No Competition (Only One Source Exception),No competition,113000,NULL
1991,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,Two Offers,68761000,NULL
1991,18:19.4,DLA,FRS&C,No Competition (Only One Source Exception),No competition,9269000,NULL
1991,18:19.4,DLA,Fuel,No Competition (Only One Source Exception),No competition,80851000,NULL
1991,18:19.4,DLA,Fuel,No Competition (Other Exception),No competition,47677000,NULL
1991,18:19.4,Navy,Products,No Competition (Other Exception),No competition,1148807837,NULL
1991,18:19.4,Navy,R&D,Unlabeled: Competition; Unlabeled Offers,NULL,252632000,NULL
1991,18:19.4,Other DoD,ERS,Competition with single offer,One Offer,2987000,NULL
1991,18:19.4,Other DoD,ERS,Unlabeled: Competition; Unlabeled Offers,NULL,407000,NULL
1991,18:19.4,Other DoD,FRS&C,No Competition (Unlabeled Exception),No competition,35000,NULL
1991,18:19.4,Other DoD,ICT,No Competition (Only One Source Exception),No competition,442292000,NULL
1991,18:19.4,Other DoD,MED,Competition with single offer,One Offer,126654000,NULL
1991,18:19.4,Other DoD,PAMS,No Competition (Other Exception),No competition,40506000,NULL
1991,18:19.4,Other DoD,Products,Limited Competition with multiple offers,Two Offers,168558000,NULL
1992,18:19.4,Air Force,ERS,No Competition (Unlabeled Exception),No competition,188250004,NULL
1992,18:19.4,Air Force,ICT,Unlabeled: Competition; Unlabeled Offers,NULL,23800932,NULL
1992,18:19.4,Air Force,MED,Limited Competition with multiple offers,Two Offers,47079440,NULL
1992,18:19.4,Air Force,PAMS,No Competition (Only One Source Exception),No competition,937916733,NULL
1992,18:19.4,Air Force,Products,No Competition (Unlabeled Exception),No competition,2548988480,NULL
1992,18:19.4,Air Force,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,-957573,NULL
1992,18:19.4,Air Force,R&D,No Competition (Only One Source Exception),No competition,1491186686,NULL
1992,18:19.4,Army,Fuel,Limited Competition with multiple offers,Two Offers,10504391,NULL
1992,18:19.4,Army,ICT,Competition with single offer,One Offer,39863700,NULL
1992,18:19.4,Army,MED,Limited Competition with multiple offers,Two Offers,126271579,NULL
1992,18:19.4,Army,PAMS,Competition with single offer,One Offer,207848102,NULL
1992,18:19.4,Army,PAMS,No Competition (Other Exception),No competition,273474345,NULL
1992,18:19.4,Army,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,147573370,NULL
1992,18:19.4,Army,R&D,No Competition (Other Exception),No competition,332061600,NULL
