fiscal_year,Query_Run,Customer,Services Category,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2007,Defense,20:49.0,FRS&C,Cost No Fee,225006442.3,1215
2007,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,294118060.7,4586
2007,Defense,20:49.0,ICT,Fixed Price Redetermination,80360,1
2007,Defense,20:49.0,ICT,Time and Materials,2672735098,6941
2007,Defense,20:49.0,MED,Combination (two or more),1662959966,521
2007,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,327583975,937
2007,Defense,20:49.0,PAMS,Not Reported,111312591,591
2007,Defense,20:49.0,Products,Cost Plus Award Fee,6372304816,1730
2007,Defense,20:49.0,Products,Fixed Price Redetermination,182062570.9,1462
2008,Defense,20:49.0,NULL,Cost Plus Award Fee,-25003,4
2008,Defense,20:49.0,NULL,Firm Fixed Price,1704820.76,132
2008,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2002,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2002,Defense,20:49.0,ICT,Cost Plus Incentive,8223662,16
2002,Defense,20:49.0,ICT,Fixed Price Award Fee,3436663,8
2002,Defense,20:49.0,PAMS,Fixed Price Incentive,403970900,135
2002,Defense,20:49.0,PAMS,Not Reported,1470360191,6684
2002,Defense,20:49.0,Products,Fixed Price Redetermination,285020641,388
2002,Defense,20:49.0,R&D,Cost Plus Award Fee,11049104240,2167
2002,Defense,20:49.0,R&D,Cost Plus Fixed Fee,7657137410,16343
2002,Defense,20:49.0,R&D,Labor Hours,43177170,140
2003,Defense,20:49.0,NULL,Firm Fixed Price,6953055.97,105
2003,Defense,20:49.0,ERS,Cost Sharing,0,NULL
2003,Defense,20:49.0,ERS,Time and Materials,1046891343,2101
2003,Defense,20:49.0,FRS&C,Fixed Price Redetermination,116878975.1,146
2003,Defense,20:49.0,ICT,Cost No Fee,42875861,140
2003,Defense,20:49.0,MED,Cost No Fee,19878455.19,20
2003,Defense,20:49.0,MED,Labor Hours,2557569,34
2003,Defense,20:49.0,PAMS,Cost Plus Incentive,621858861.1,348
2003,Defense,20:49.0,PAMS,Fixed Price Award Fee,109404351,130
2003,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,103923588,94
2003,Defense,20:49.0,Products,Cost Plus Award Fee,3924525505,1323
2003,Defense,20:49.0,Products,Cost Plus Fixed Fee,4361673244,2469
2003,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,3469972073,8532
2003,Defense,20:49.0,Products,Other (none of the above),0,2
2003,Defense,20:49.0,R&D,Time and Materials,761347788,4286
2004,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,ERS,Cost No Fee,335443193.1,277
2004,Defense,20:49.0,ERS,Fixed Price Award Fee,289710768.9,314
2004,Defense,20:49.0,ERS,Labor Hours,9446188,773
2004,Defense,20:49.0,FRS&C,Cost No Fee,487977642.1,4268
2004,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1804279670,1078
2004,Defense,20:49.0,ICT,Cost Plus Incentive,27776708,18
2004,Defense,20:49.0,ICT,Firm Fixed Price,5324061404,29224
2004,Defense,20:49.0,MED,Time and Materials,16066604.8,48
2004,Defense,20:49.0,PAMS,Combination (two or more),220032896.9,385
2004,Defense,20:49.0,PAMS,Fixed Price Incentive,220870094,70
2004,Defense,20:49.0,PAMS,Not Reported,1549665209,7985
2005,Defense,20:49.0,NULL,Firm Fixed Price,2532568.58,107
2005,Defense,20:49.0,ERS,Time and Materials,1390995426,3335
2005,Defense,20:49.0,FRS&C,Fixed Price Redetermination,68820623.97,188
2005,Defense,20:49.0,ICT,Cost No Fee,141649348,248
2005,Defense,20:49.0,ICT,Fixed Price Level of Effort,10675698,19
2005,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,MED,Cost No Fee,34116694.91,23
2005,Defense,20:49.0,MED,Fixed Price Award Fee,9217905,5
2005,Defense,20:49.0,MED,Labor Hours,16329888,106
2005,Defense,20:49.0,PAMS,Cost Plus Incentive,689136505.2,383
2005,Defense,20:49.0,PAMS,Firm Fixed Price,13292712384,79082
2006,Defense,20:49.0,NULL,Cost Plus Award Fee,1278866.88,14
2006,Defense,20:49.0,NULL,Cost Plus Fixed Fee,3192858,38
2006,Defense,20:49.0,NULL,Firm Fixed Price,21050146.18,421
2006,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,ERS,Cost Plus Award Fee,1504026107,4169
2006,Defense,20:49.0,ERS,Firm Fixed Price,9050802304,57731
2006,Defense,20:49.0,ERS,Fixed Price Redetermination,2184818,9
2006,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,FRS&C,Fixed Price Award Fee,612275138.5,1347
2006,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,5534158,9
2006,Defense,20:49.0,ICT,Time and Materials,2602145082,5352
2006,Defense,20:49.0,MED,Combination (two or more),18185784.32,96
2006,Defense,20:49.0,MED,Firm Fixed Price,1954801250,16414
2006,Defense,20:49.0,PAMS,Cost No Fee,1315545019,1656
2006,Defense,20:49.0,PAMS,Fixed Price Incentive,177549916,27
2006,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,406025186.2,201
2006,Defense,20:49.0,PAMS,Labor Hours,490865590.5,2527
2006,Defense,20:49.0,PAMS,Time and Materials,6391092855,13680
2006,Defense,20:49.0,Products,Cost Plus Award Fee,6121576230,1483
2006,Defense,20:49.0,R&D,Cost No Fee,1201442726,2556
2006,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,1586195,40
2006,Defense,20:49.0,R&D,Labor Hours,49297543.37,318
2007,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,ERS,Cost Plus Award Fee,1642162173,5353
2007,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,3770768.6,19
2007,Defense,20:49.0,Fuel,Fixed Price Award Fee,11639.4,2
2007,Defense,20:49.0,ICT,Cost Plus Fixed Fee,1878057603,9102
2007,Defense,20:49.0,MED,Firm Fixed Price,2265001799,17818
2007,Defense,20:49.0,MED,Fixed Price Redetermination,-1894513.42,35
2007,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,PAMS,Fixed Price Incentive,193217205.2,82
2007,Defense,20:49.0,PAMS,Time and Materials,8210816901,19048
2007,Defense,20:49.0,Products,Cost Plus Fixed Fee,5553468006,4523
2007,Defense,20:49.0,Products,Fixed Price Award Fee,78837083.7,439
2007,Defense,20:49.0,Products,Other (none of the above),37713.2,6
2007,Defense,20:49.0,R&D,Fixed Price Incentive,135295943.5,104
2007,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,272650,2
2007,Defense,20:49.0,R&D,Time and Materials,785459735.3,2505
2008,Defense,20:49.0,ERS,Cost Plus Fixed Fee,2252265176,3546
2008,Defense,20:49.0,ERS,Fixed Price Award Fee,31534609.23,86
2008,Defense,20:49.0,FRS&C,Cost No Fee,438058842.5,900
2008,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,257396960,3819
2008,Defense,20:49.0,FRS&C,Not Reported,657621560.2,1503
2008,Defense,20:49.0,ICT,Cost Plus Fixed Fee,2190946532,7966
2008,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,PAMS,Not Reported,640258949.8,3666
2008,Defense,20:49.0,Products,Cost Plus Fixed Fee,6105375658,4430
2008,Defense,20:49.0,Products,Fixed Price Award Fee,1229948723,180
2008,Defense,20:49.0,Products,Other (none of the above),0,1
2006,Defense,20:49.0,NULL,Fixed Price with Economic Price Adjustment,35030,2
2006,Defense,20:49.0,ERS,Cost Plus Incentive,585423753.1,671
2006,Defense,20:49.0,ERS,Fixed Price Award Fee,142736601.9,249
2006,Defense,20:49.0,ICT,Firm Fixed Price,6457772552,44052
2006,Defense,20:49.0,MED,Time and Materials,62768233.4,100
2006,Defense,20:49.0,PAMS,Combination (two or more),2175504712,2705
2006,Defense,20:49.0,PAMS,Fixed Price Level of Effort,34030960.3,128
2006,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,R&D,Cost Sharing,77495898.26,182
2006,Defense,20:49.0,R&D,Not Reported,699851.59,30
2007,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,11927671674,1057
2007,Defense,20:49.0,ICT,Cost Plus Award Fee,883650729.8,2023
2007,Defense,20:49.0,ICT,Fixed Price Level of Effort,35403303.29,55
2007,Defense,20:49.0,ICT,Order Dependent (IDV only),667000,4
2007,Defense,20:49.0,MED,Cost Plus Incentive,6076095604,463
2007,Defense,20:49.0,MED,Fixed Price Award Fee,276811276.9,17
2007,Defense,20:49.0,PAMS,Firm Fixed Price,15327249095,97308
2007,Defense,20:49.0,Products,Cost Sharing,3780294.14,100
2007,Defense,20:49.0,Products,Firm Fixed Price,1.11881E+11,919208
2007,Defense,20:49.0,Products,Fixed Price Incentive,4387380302,4704
2007,Defense,20:49.0,Products,Not Reported,621404788.4,1325
2007,Defense,20:49.0,R&D,Cost No Fee,1613136825,4077
2007,Defense,20:49.0,R&D,Labor Hours,42752213.52,210
2008,Defense,20:49.0,NULL,Cost Plus Fixed Fee,-152090.08,13
2008,Defense,20:49.0,ERS,Cost Plus Incentive,1143422143,826
2008,Defense,20:49.0,FRS&C,Cost Sharing,20726481.89,12
2008,Defense,20:49.0,FRS&C,Fixed Price Award Fee,171294544.8,533
2008,Defense,20:49.0,PAMS,Cost Plus Award Fee,9009099243,4821
2008,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,8292660430,22762
2008,Defense,20:49.0,PAMS,Fixed Price Level of Effort,112660689.6,434
2008,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,153584570.8,2184
2008,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,PAMS,Other (none of the above),0,2
2008,Defense,20:49.0,Products,Cost No Fee,2696889370,814
2008,Defense,20:49.0,Products,Cost Plus Award Fee,4108378537,1647
2008,Defense,20:49.0,Products,Labor Hours,103576460.1,453
2008,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,R&D,Cost Sharing,88610140.66,226
2008,Defense,20:49.0,R&D,Not Reported,717203762.9,1236
2008,Defense,20:49.0,R&D,Time and Materials,561116970.4,1804
2009,Defense,20:49.0,ERS,Fixed Price Level of Effort,24785599.7,11
2009,Defense,20:49.0,FRS&C,Cost No Fee,440252938.3,709
2009,Defense,20:49.0,Fuel,Fixed Price Award Fee,40475.72,20
2009,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,18281074717,914
2009,Defense,20:49.0,ICT,Cost Plus Award Fee,513831062,815
2009,Defense,20:49.0,ICT,Fixed Price Level of Effort,64680898.74,137
2009,Defense,20:49.0,MED,Cost Plus Incentive,6237110043,389
2005,Defense,20:49.0,R&D,Combination (two or more),7399274.48,24
2005,Defense,20:49.0,R&D,Fixed Price Incentive,248768010,103
2005,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,NULL,Cost No Fee,4800769,2
2006,Defense,20:49.0,NULL,Labor Hours,102267,5
2006,Defense,20:49.0,ERS,Cost Plus Fixed Fee,1666015779,2587
2006,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,663613571,225
2006,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2754522801,3409
2006,Defense,20:49.0,FRS&C,Cost Plus Incentive,309648495,281
2006,Defense,20:49.0,FRS&C,Labor Hours,38773070.63,484
2006,Defense,20:49.0,FRS&C,Other (none of the above),9440946.16,12
2006,Defense,20:49.0,Fuel,Firm Fixed Price,254670378,3987
2006,Defense,20:49.0,ICT,Fixed Price Incentive,468293433.6,561
2006,Defense,20:49.0,ICT,Fixed Price Redetermination,6044360,16
2006,Defense,20:49.0,ICT,Not Reported,543126139.9,5681
2006,Defense,20:49.0,MED,Fixed Price Incentive,65546986.36,23
2006,Defense,20:49.0,MED,Fixed Price Redetermination,92349617,21
2006,Defense,20:49.0,MED,Not Reported,32029369.28,525
2006,Defense,20:49.0,R&D,Cost Plus Incentive,1402161739,388
2006,Defense,20:49.0,R&D,Firm Fixed Price,2599562727,9094
2007,Defense,20:49.0,NULL,Combination (two or more),0,1
2007,Defense,20:49.0,NULL,Time and Materials,-37033.47,1
2007,Defense,20:49.0,ERS,Combination (two or more),885781584.7,2149
2007,Defense,20:49.0,ERS,Fixed Price Incentive,165409512.6,873
2007,Defense,20:49.0,ERS,Not Reported,4466610.5,149
2007,Defense,20:49.0,FRS&C,Combination (two or more),1060792228,2556
2007,Defense,20:49.0,FRS&C,Fixed Price Incentive,327281768.1,134
2007,Defense,20:49.0,FRS&C,Not Reported,26279056.32,271
2007,Defense,20:49.0,FRS&C,Time and Materials,157907066.4,1126
2007,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,ICT,Labor Hours,340463462.5,1152
2007,Defense,20:49.0,MED,Cost Plus Fixed Fee,8313102,73
2007,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,35685955.07,309
2007,Defense,20:49.0,PAMS,Cost Sharing,6535987.87,28
2007,Defense,20:49.0,Products,Cost Plus Incentive,3026105948,908
2007,Defense,20:49.0,R&D,Combination (two or more),3551920555,2860
2007,Defense,20:49.0,R&D,Cost Plus Award Fee,16063004648,2910
2007,Defense,20:49.0,R&D,Fixed Price Level of Effort,132380640.1,461
2007,Defense,20:49.0,R&D,Order Dependent (IDV only),0,2
2008,Defense,20:49.0,ERS,Cost Sharing,142734.72,5
2008,Defense,20:49.0,ERS,Firm Fixed Price,8828016627,66224
2008,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2707074788,3128
2008,Defense,20:49.0,FRS&C,Cost Plus Incentive,308504887.7,171
2008,Defense,20:49.0,FRS&C,Labor Hours,41194816.66,743
2008,Defense,20:49.0,FRS&C,Other (none of the above),821244.84,4
2008,Defense,20:49.0,Fuel,Fixed Price Redetermination,3890.7,1
2008,Defense,20:49.0,Fuel,Time and Materials,0,NULL
2008,Defense,20:49.0,ICT,Combination (two or more),2949170275,7040
2008,Defense,20:49.0,ICT,Fixed Price Incentive,138040522.4,3034
2008,Defense,20:49.0,ICT,Not Reported,321069552.4,6223
2008,Defense,20:49.0,ICT,Time and Materials,2231816785,5906
2008,Defense,20:49.0,MED,Combination (two or more),865631524.5,680
2008,Defense,20:49.0,MED,Fixed Price Incentive,177389848.6,89
2008,Defense,20:49.0,MED,Not Reported,-15354959.48,280
2008,Defense,20:49.0,PAMS,Cost No Fee,1470160711,3094
2008,Defense,20:49.0,PAMS,Labor Hours,852385136.8,3729
2008,Defense,20:49.0,Products,Fixed Price Level of Effort,25014167.88,65
2008,Defense,20:49.0,R&D,Firm Fixed Price,2852729093,10828
2008,Defense,20:49.0,R&D,Fixed Price Redetermination,-1757292.52,14
2009,Defense,20:49.0,ERS,Combination (two or more),2658682076,5285
2009,Defense,20:49.0,ERS,Cost No Fee,693070594.1,873
2009,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,FRS&C,Combination (two or more),3070853478,3758
2009,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,335830.46,15
2009,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,FRS&C,Time and Materials,262994990.3,932
2009,Defense,20:49.0,Fuel,Cost No Fee,0,1
2009,Defense,20:49.0,ICT,Cost Sharing,0,2
2009,Defense,20:49.0,ICT,Fixed Price Award Fee,36031953.8,18
2009,Defense,20:49.0,ICT,Labor Hours,433442175,1217
2009,Defense,20:49.0,MED,Cost Sharing,0,1
2009,Defense,20:49.0,MED,Firm Fixed Price,3803096083,19898
2009,Defense,20:49.0,PAMS,Time and Materials,8445488908,18869
2009,Defense,20:49.0,R&D,Cost Plus Award Fee,9627443817,2173
2009,Defense,20:49.0,R&D,Cost Plus Fixed Fee,16008337747,29345
2009,Defense,20:49.0,R&D,Fixed Price Level of Effort,50452767.46,411
2009,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,0,1
2009,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2010,Defense,20:49.0,ERS,Cost Sharing,131773.63,11
2010,Defense,20:49.0,ERS,Firm Fixed Price,11338488336,74156
2010,Defense,20:49.0,ERS,Fixed Price Redetermination,1044183.08,3
2010,Defense,20:49.0,FRS&C,Fixed Price Redetermination,98410286.97,217
2010,Defense,20:49.0,Fuel,Time and Materials,252862.8,16
2010,Defense,20:49.0,ICT,Combination (two or more),790715754.6,2354
2010,Defense,20:49.0,ICT,Cost No Fee,270232981,1688
2010,Defense,20:49.0,ICT,Time and Materials,1936416908,4614
2010,Defense,20:49.0,MED,Combination (two or more),21907172.47,132
2010,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2010,Defense,20:49.0,PAMS,Cost No Fee,2723401455,6903
2010,Defense,20:49.0,PAMS,Fixed Price Award Fee,299109966.4,752
2010,Defense,20:49.0,PAMS,Labor Hours,1175211961,3986
2010,Defense,20:49.0,Products,Fixed Price Award Fee,66802381.16,761
2010,Defense,20:49.0,Products,Fixed Price Level of Effort,24830612.79,107
2010,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,3645325176,24302
2010,Defense,20:49.0,R&D,Fixed Price Incentive,1274110853,193
2010,Defense,20:49.0,R&D,Fixed Price Redetermination,421879.51,19
2011,Defense,20:49.0,ERS,Cost No Fee,1572627143,686791
2011,Defense,20:49.0,ERS,Cost Plus Award Fee,2186619159,5450
2005,Defense,20:49.0,ICT,Not Reported,1149548480,7173
2005,Defense,20:49.0,MED,Time and Materials,57607866,119
2005,Defense,20:49.0,PAMS,Not Reported,1588115325,9393
2005,Defense,20:49.0,R&D,Cost Sharing,81366268,162
2005,Defense,20:49.0,R&D,Firm Fixed Price,5216866034,9839
2006,Defense,20:49.0,NULL,Combination (two or more),11200894,12
2006,Defense,20:49.0,ERS,Not Reported,77621861.31,2848
2006,Defense,20:49.0,FRS&C,Combination (two or more),378269667.6,432
2006,Defense,20:49.0,FRS&C,Firm Fixed Price,28375195583,129498
2006,Defense,20:49.0,FRS&C,Fixed Price Incentive,330183487.8,123
2006,Defense,20:49.0,ICT,Fixed Price Level of Effort,17486236.2,21
2006,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,319599303.6,2453
2006,Defense,20:49.0,MED,Cost Plus Fixed Fee,29271074,144
2006,Defense,20:49.0,MED,Fixed Price Award Fee,174200644.3,12
2006,Defense,20:49.0,PAMS,Cost Plus Incentive,730152627.4,362
2006,Defense,20:49.0,Products,Cost Plus Incentive,3863651521,899
2006,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,NULL,Labor Hours,0,1
2007,Defense,20:49.0,ERS,Cost Plus Incentive,1863121417,877
2007,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2174494516,3062
2007,Defense,20:49.0,FRS&C,Cost Sharing,3536606,30
2007,Defense,20:49.0,FRS&C,Labor Hours,68479775.49,583
2007,Defense,20:49.0,Fuel,Cost Sharing,-7762,2
2007,Defense,20:49.0,Fuel,Firm Fixed Price,576853636,5096
2007,Defense,20:49.0,Fuel,Fixed Price Redetermination,6833.75,1
2007,Defense,20:49.0,ICT,Combination (two or more),2039903762,4941
2007,Defense,20:49.0,ICT,Firm Fixed Price,6271066438,73288
2007,Defense,20:49.0,ICT,Fixed Price Incentive,174190270.3,118
2007,Defense,20:49.0,MED,Not Reported,40801741.69,62
2007,Defense,20:49.0,PAMS,Combination (two or more),6167084846,11965
2007,Defense,20:49.0,PAMS,Fixed Price Level of Effort,51228957.06,329
2007,Defense,20:49.0,Products,Fixed Price Level of Effort,8799236.66,44
2007,Defense,20:49.0,R&D,Not Reported,2044525.5,62
2008,Defense,20:49.0,NULL,Time and Materials,-147781.54,7
2008,Defense,20:49.0,ERS,Combination (two or more),1808083093,3475
2008,Defense,20:49.0,ERS,Fixed Price Incentive,220501411,1113
2008,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,FRS&C,Time and Materials,284903248.4,950
2008,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,14189200304,1161
2008,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,ICT,Cost Plus Award Fee,598729216.2,1703
2008,Defense,20:49.0,ICT,Labor Hours,405639078.6,1320
2008,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,MED,Cost Plus Incentive,7004135448,469
2008,Defense,20:49.0,PAMS,Cost Sharing,2097898,16
2008,Defense,20:49.0,PAMS,Firm Fixed Price,18024608018,98722
2008,Defense,20:49.0,PAMS,Fixed Price Redetermination,299609845.7,80
2008,Defense,20:49.0,Products,Cost Sharing,3137884.97,54
2008,Defense,20:49.0,Products,Firm Fixed Price,1.24618E+11,1002003
2006,Defense,20:49.0,ERS,Fixed Price Incentive,372821613.9,505
2006,Defense,20:49.0,ERS,Time and Materials,1753841307,3600
2006,Defense,20:49.0,FRS&C,Not Reported,177934833.4,1218
2006,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,ICT,Cost Plus Award Fee,779346232.1,1421
2006,Defense,20:49.0,ICT,Cost Plus Fixed Fee,1639352971,7582
2006,Defense,20:49.0,ICT,Order Dependent (IDV only),0,2
2006,Defense,20:49.0,MED,Cost No Fee,21923959.98,22
2006,Defense,20:49.0,MED,Cost Plus Award Fee,20758755.09,4
2006,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,177093952.7,948
2006,Defense,20:49.0,MED,Labor Hours,16488712.32,110
2006,Defense,20:49.0,PAMS,Cost Sharing,12471595,40
2006,Defense,20:49.0,PAMS,Firm Fixed Price,14385278201,83860
2006,Defense,20:49.0,Products,Cost Sharing,20347497.95,47
2006,Defense,20:49.0,Products,Firm Fixed Price,87923809117,816548
2006,Defense,20:49.0,R&D,Combination (two or more),354142571.8,360
2006,Defense,20:49.0,R&D,Fixed Price Level of Effort,26805152.62,82
2007,Defense,20:49.0,NULL,Cost Plus Fixed Fee,0,3
2007,Defense,20:49.0,ERS,Fixed Price Award Fee,80442948.42,146
2007,Defense,20:49.0,FRS&C,Cost Plus Incentive,356146276.9,293
2007,Defense,20:49.0,FRS&C,Fixed Price Award Fee,499256724.7,710
2007,Defense,20:49.0,FRS&C,Other (none of the above),3254301.5,10
2007,Defense,20:49.0,Fuel,Time and Materials,18940,1
2007,Defense,20:49.0,ICT,Not Reported,13370172.39,422
2007,Defense,20:49.0,MED,Fixed Price Incentive,174773875,61
2007,Defense,20:49.0,MED,Time and Materials,48154871.63,105
2007,Defense,20:49.0,PAMS,Cost No Fee,1391734022,2169
2007,Defense,20:49.0,PAMS,Cost Plus Award Fee,10625311599,9899
2007,Defense,20:49.0,PAMS,Labor Hours,641345995,2656
2007,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2007,Defense,20:49.0,R&D,Cost Sharing,64763658.4,214
2007,Defense,20:49.0,R&D,Firm Fixed Price,2843277447,11087
2008,Defense,20:49.0,NULL,Combination (two or more),21101.3,17
2008,Defense,20:49.0,ERS,Not Reported,453447112,2431
2008,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2008,Defense,20:49.0,FRS&C,Combination (two or more),2128100809,3480
2008,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,-540788.04,13
2008,Defense,20:49.0,Fuel,Fixed Price Award Fee,1530,1
2008,Defense,20:49.0,ICT,Fixed Price Level of Effort,44162914.62,95
2008,Defense,20:49.0,MED,Fixed Price Award Fee,93229494.64,11
2008,Defense,20:49.0,Products,Not Reported,3425371560,11307
2008,Defense,20:49.0,R&D,Cost No Fee,1541881761,4226
2008,Defense,20:49.0,R&D,Cost Plus Award Fee,11062068304,2280
2008,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,48249.61,4
2008,Defense,20:49.0,R&D,Labor Hours,35542837.05,198
2008,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,ERS,Cost Plus Incentive,839503817.8,457
2009,Defense,20:49.0,FRS&C,Cost Sharing,8516794.95,18
2008,Defense,20:49.0,Products,Fixed Price Incentive,4440219364,4982
2008,Defense,20:49.0,Products,Fixed Price Redetermination,323032014.3,1075
2008,Defense,20:49.0,R&D,Cost Plus Fixed Fee,15044639700,27984
2008,Defense,20:49.0,R&D,Fixed Price Level of Effort,116339711,518
2009,Defense,20:49.0,ERS,Cost Sharing,343892.98,5
2009,Defense,20:49.0,ERS,Firm Fixed Price,9403109772,68114
2009,Defense,20:49.0,FRS&C,Fixed Price Award Fee,269515767.4,628
2009,Defense,20:49.0,FRS&C,Other (none of the above),1472788.47,7
2009,Defense,20:49.0,Fuel,Time and Materials,646536,17
2009,Defense,20:49.0,ICT,Time and Materials,1664354313,4626
2009,Defense,20:49.0,MED,Combination (two or more),2747659885,565
2009,Defense,20:49.0,MED,Fixed Price Incentive,200326037.5,77
2009,Defense,20:49.0,PAMS,Cost No Fee,5322925791,4588
2009,Defense,20:49.0,PAMS,Cost Plus Award Fee,5013041742,4795
2009,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,68650217.28,1870
2009,Defense,20:49.0,PAMS,Labor Hours,854442788.7,3053
2009,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,Products,Cost No Fee,630977481.8,799
2009,Defense,20:49.0,Products,Cost Plus Award Fee,4423512240,1355
2009,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,5587340592,15351
2009,Defense,20:49.0,Products,Labor Hours,822083207.2,22263
2009,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,R&D,Fixed Price Redetermination,26444551.6,28
2010,Defense,20:49.0,ERS,Cost No Fee,864310322,1058
2010,Defense,20:49.0,ERS,Cost Plus Award Fee,2369561668,5570
2010,Defense,20:49.0,ERS,Labor Hours,85092927.12,263
2010,Defense,20:49.0,ERS,Order Dependent (IDV only),0,1
2010,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1016294815,1516
2010,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,1423544.16,14
2010,Defense,20:49.0,Fuel,Cost Plus Fixed Fee,115291,2
2010,Defense,20:49.0,Fuel,Fixed Price Award Fee,725502,5
2010,Defense,20:49.0,ICT,Fixed Price Award Fee,105678842.3,56
2010,Defense,20:49.0,MED,Cost Sharing,73374.48,4
2010,Defense,20:49.0,MED,Firm Fixed Price,2906001535,20785
2010,Defense,20:49.0,PAMS,Fixed Price Incentive,91369665.1,76
2010,Defense,20:49.0,PAMS,Time and Materials,7183642683,17792
2010,Defense,20:49.0,Products,Not Reported,23197570.52,759
2010,Defense,20:49.0,Products,Time and Materials,748989896.9,2071
2010,Defense,20:49.0,R&D,Cost No Fee,2101338588,4199
2010,Defense,20:49.0,R&D,Cost Plus Award Fee,10256562169,2617
2010,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,180918.86,19
2010,Defense,20:49.0,R&D,Labor Hours,52187787.58,309
2011,Defense,20:49.0,NULL,Cost Plus Incentive,0,1
2011,Defense,20:49.0,NULL,Not Reported,-14716.37,5
2011,Defense,20:49.0,ERS,Time and Materials,1254130312,2940
