fiscal_year,Query_Run,Customer,SubCustomer,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2007,00:36.7,Defense,Army,Fixed Price Redetermination,213749643.8,319
2007,00:36.7,Defense,DLA,Cost Plus Incentive,13777289,5
2007,00:36.7,Defense,DLA,Fixed Price Redetermination,181150087.7,1298
2007,00:36.7,Defense,MDA,Cost Plus Fixed Fee,303747325.3,507
2007,00:36.7,Defense,MDA,Fixed Price Level of Effort,199925,1
2007,00:36.7,Defense,Navy,Combination (two or more),7105847357,5560
2007,00:36.7,Defense,Navy,Fixed Price Incentive,2987660594,1251
2007,00:36.7,Defense,Other DoD,Cost Plus Award Fee,718743480.1,2490
2008,00:36.7,Defense,Air Force,Not Reported,366116846.4,4156
2008,00:36.7,Defense,Air Force,Time and Materials,3541480697,8836
2008,00:36.7,Defense,Army,Cost No Fee,4803961626,4496
2008,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1048241415,4636
2008,00:36.7,Defense,DLA,Fixed Price Level of Effort,429867.88,2
2008,00:36.7,Defense,MDA,Not Reported,83909414.59,33
2008,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2008,00:36.7,Defense,Navy,Cost Sharing,31129838.79,48
2008,00:36.7,Defense,Navy,Firm Fixed Price,41051030987,257775
2008,00:36.7,Defense,Other DoD,Cost No Fee,314412812.6,459
2008,00:36.7,Defense,Other DoD,Labor Hours,56242900.82,326
2008,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,10138019812,16678
2009,00:36.7,Defense,Air Force,Fixed Price Award Fee,404389776.5,532
2009,00:36.7,Defense,Air Force,Fixed Price Level of Effort,89863820.05,251
2009,00:36.7,Defense,Army,Firm Fixed Price,97144447312,419167
2009,00:36.7,Defense,Army,Fixed Price Incentive,207720793.1,44
2009,00:36.7,Defense,DLA,Cost Sharing,2026218,20
2009,00:36.7,Defense,DLA,Firm Fixed Price,17992314624,449002
2009,00:36.7,Defense,DLA,Fixed Price Incentive,54911884.37,1880
2009,00:36.7,Defense,MDA,Cost Plus Incentive,365533379,68
2009,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,2267665364,300
2009,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,311457616.1,13
2009,00:36.7,Defense,Navy,Cost No Fee,504259496.8,2058
2009,00:36.7,Defense,Navy,Cost Plus Award Fee,8715021662,8864
2009,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,Other DoD,Fixed Price Award Fee,156952262.4,182
2009,00:36.7,Defense,Other DoD,Time and Materials,791034687.6,2566
2010,00:36.7,Defense,Air Force,Combination (two or more),390584136.1,1734
2010,00:36.7,Defense,Army,Cost Plus Award Fee,10550062473,3896
2010,00:36.7,Defense,Army,Cost Plus Fixed Fee,12566908555,14581
2010,00:36.7,Defense,Army,Labor Hours,641215020.7,1914
2010,00:36.7,Defense,Army,Order Dependent (IDV only),0,1
2010,00:36.7,Defense,DLA,Cost No Fee,1046076.07,52
2010,00:36.7,Defense,DLA,Cost Plus Award Fee,340341,1
2010,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,12866454227,23384
2010,00:36.7,Defense,DLA,Labor Hours,569979576.1,20183
2010,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2010,00:36.7,Defense,MDA,Combination (two or more),58986.44,3
2010,00:36.7,Defense,MDA,Firm Fixed Price,340260740.6,993
2010,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,55069563,86
2010,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,2944697895,7200
2010,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,108227704.3,289
2011,00:36.7,Defense,Air Force,Cost Plus Incentive,3705118904,1333
2011,00:36.7,Defense,Air Force,Fixed Price Redetermination,6954886.14,21
2011,00:36.7,Defense,Army,Not Reported,7438109.63,198
2011,00:36.7,Defense,Army,Time and Materials,5784894895,9496
2011,00:36.7,Defense,DLA,Not Reported,-20341.74,1
2011,00:36.7,Defense,DLA,Time and Materials,19791883.05,123
2011,00:36.7,Defense,MDA,Cost Plus Award Fee,2350607293,971
2011,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,8283309517,406
2011,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,519160.26,9
2011,00:36.7,Defense,Navy,Cost Plus Fixed Fee,19603220305,46544
2011,00:36.7,Defense,Navy,Fixed Price Level of Effort,69080522.15,403
2011,00:36.7,Defense,Navy,Other (none of the above),872335.69,26
2011,00:36.7,Defense,Other DoD,Fixed Price Redetermination,-2439520.73,15
2011,00:36.7,Defense,Other DoD,Not Reported,-3579329.86,93
2012,00:36.7,Defense,Army,Fixed Price Award Fee,72333228.16,164
2012,00:36.7,Defense,Army,Fixed Price Level of Effort,861127426.9,666
2012,00:36.7,Defense,Army,Other (none of the above),-52836.86,2
2012,00:36.7,Defense,DLA,Cost Plus Fixed Fee,90434268.76,103
2012,00:36.7,Defense,DLA,Fixed Price Award Fee,50589.86,18
2012,00:36.7,Defense,DLA,Other (none of the above),0,2
2012,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2012,00:36.7,Defense,MDA,Time and Materials,47786287.05,153
2008,00:36.7,Defense,Other DoD,Combination (two or more),2205683859,5127
2008,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,19659574.51,53
2009,00:36.7,Defense,Air Force,Cost No Fee,3162557813,5595
2009,00:36.7,Defense,Air Force,Cost Plus Award Fee,8756981103,2585
2009,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,3529176947,1136
2009,00:36.7,Defense,Air Force,Labor Hours,976460921.8,2507
2009,00:36.7,Defense,Army,Cost Plus Incentive,1720075361,613
2009,00:36.7,Defense,Army,Fixed Price Redetermination,550326351.2,238
2009,00:36.7,Defense,Army,Not Reported,-83117905.85,4054
2009,00:36.7,Defense,DLA,Fixed Price Redetermination,65548893.7,271
2009,00:36.7,Defense,DLA,Not Reported,5031714.85,572
2009,00:36.7,Defense,MDA,Cost Plus Award Fee,2775454585,931
2009,00:36.7,Defense,MDA,Cost Plus Fixed Fee,505689766.7,656
2009,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,6234247756,351
2009,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,160716270.3,43
2009,00:36.7,Defense,Navy,Combination (two or more),19905840325,12551
2009,00:36.7,Defense,Navy,Fixed Price Level of Effort,41869622.81,376
2009,00:36.7,Defense,Other DoD,Cost Sharing,7931350.29,15
2009,00:36.7,Defense,Other DoD,Fixed Price Redetermination,33537.41,8
2010,00:36.7,Defense,Air Force,Time and Materials,2236505754,6508
2010,00:36.7,Defense,Army,Fixed Price Level of Effort,485812487.3,895
2010,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1792475470,4359
2010,00:36.7,Defense,Army,Other (none of the above),880500,2
2010,00:36.7,Defense,DLA,Cost Plus Fixed Fee,48073760.65,112
2010,00:36.7,Defense,DLA,Fixed Price Level of Effort,505052,2
2010,00:36.7,Defense,MDA,Not Reported,0,NULL
2010,00:36.7,Defense,MDA,Time and Materials,85559135.61,193
2010,00:36.7,Defense,Navy,Cost Sharing,11972445.05,95
2010,00:36.7,Defense,Navy,Firm Fixed Price,37908675076,252258
2010,00:36.7,Defense,Navy,Fixed Price Redetermination,11187672.11,25
2010,00:36.7,Defense,Other DoD,Cost No Fee,286322675,701
2010,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,244892103.8,2974
2010,00:36.7,Defense,Other DoD,Labor Hours,388861324.7,1217
2011,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,10377153428,18542
2011,00:36.7,Defense,Air Force,Fixed Price Award Fee,201601757.2,617
2011,00:36.7,Defense,Army,Combination (two or more),2269453967,3937
2011,00:36.7,Defense,Army,Fixed Price Incentive,705604865.3,132
2011,00:36.7,Defense,DLA,Combination (two or more),26653907.69,24
2011,00:36.7,Defense,DLA,Fixed Price Incentive,85326371.57,4059
2011,00:36.7,Defense,MDA,Cost Plus Incentive,1702437373,218
2011,00:36.7,Defense,MDA,Fixed Price Award Fee,80809.65,7
2011,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,1374006691,719
2011,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,528807712.6,175
2011,00:36.7,Defense,Navy,Cost No Fee,1823958588,5050
2011,00:36.7,Defense,Navy,Cost Plus Award Fee,7718936802,10419
2007,00:36.7,Defense,Other DoD,Labor Hours,76945483.88,316
2007,00:36.7,Defense,Other DoD,Not Reported,425802.83,334
2008,00:36.7,Defense,Air Force,Fixed Price Redetermination,-1675,3
2008,00:36.7,Defense,Army,Labor Hours,477800196.7,1473
2008,00:36.7,Defense,DLA,Cost No Fee,1414438.34,10
2008,00:36.7,Defense,DLA,Labor Hours,41174725.65,445
2008,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,1116297051,331
2008,00:36.7,Defense,Navy,Fixed Price Award Fee,239964719.6,455
2008,00:36.7,Defense,Navy,Fixed Price Redetermination,20688121.79,23
2008,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,125379905.3,2137
2008,00:36.7,Defense,Other DoD,Time and Materials,1176633309,2770
2009,00:36.7,Defense,Air Force,Firm Fixed Price,29478689077,151685
2009,00:36.7,Defense,Army,Combination (two or more),12682088881,20554
2009,00:36.7,Defense,Army,Time and Materials,8708535626,12995
2009,00:36.7,Defense,DLA,Combination (two or more),153913570.3,4070
2009,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,18807591014,14679
2009,00:36.7,Defense,DLA,Time and Materials,94040631.78,196
2009,00:36.7,Defense,MDA,Combination (two or more),1597494227,593
2009,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,MDA,Time and Materials,42663743.03,114
2009,00:36.7,Defense,Navy,Cost Plus Fixed Fee,13557949852,39220
2009,00:36.7,Defense,Navy,Other (none of the above),1472788.47,7
2009,00:36.7,Defense,Other DoD,Combination (two or more),2831044926,6928
2009,00:36.7,Defense,Other DoD,Fixed Price Incentive,-1325479.65,2284
2009,00:36.7,Defense,Other DoD,Not Reported,15243317.03,815
2010,00:36.7,Defense,Air Force,Cost Plus Award Fee,7012310342,3156
2010,00:36.7,Defense,Air Force,Fixed Price Redetermination,2595613.49,8
2010,00:36.7,Defense,Air Force,Order Dependent (IDV only),-14060.7,3
2010,00:36.7,Defense,Army,Fixed Price Redetermination,240796600,249
2010,00:36.7,Defense,DLA,Fixed Price Redetermination,92024929.98,1097
2010,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,369792898.4,76
2010,00:36.7,Defense,Navy,Cost Plus Incentive,7097452933,4589
2010,00:36.7,Defense,Navy,Fixed Price Award Fee,374370854.5,701
2011,00:36.7,Defense,Air Force,Firm Fixed Price,35954742641,160668
2011,00:36.7,Defense,Army,Cost Plus Fixed Fee,14729891289,15237
2011,00:36.7,Defense,Army,Firm Fixed Price,83933422198,401002
2011,00:36.7,Defense,DLA,Firm Fixed Price,20866432561,523598
2011,00:36.7,Defense,MDA,Cost Plus Fixed Fee,917996951.8,1399
2011,00:36.7,Defense,MDA,Firm Fixed Price,218692720.2,1020
2011,00:36.7,Defense,Other DoD,Combination (two or more),681304036.9,1675
2011,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2012,00:36.7,Defense,Air Force,Cost Plus Award Fee,3548235426,2166
2012,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,10641002845,16422
2012,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2012,00:36.7,Defense,Army,Fixed Price Redetermination,84367272.58,218
2008,00:36.7,Defense,Army,Fixed Price Level of Effort,136338889.3,642
2008,00:36.7,Defense,Army,Time and Materials,9462460369,14265
2008,00:36.7,Defense,DLA,Combination (two or more),665647952.6,16316
2008,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,15221807847,16053
2008,00:36.7,Defense,DLA,Time and Materials,102628274.2,198
2008,00:36.7,Defense,MDA,Combination (two or more),3473781895,1156
2008,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2008,00:36.7,Defense,MDA,Time and Materials,12397389,30
2008,00:36.7,Defense,MilitaryHealth,Cost Plus Award Fee,-178893.59,3
2008,00:36.7,Defense,Navy,Cost Plus Award Fee,9852969935,9217
2008,00:36.7,Defense,Navy,Cost Plus Fixed Fee,11908624913,35406
2008,00:36.7,Defense,Navy,Other (none of the above),480171.86,3
2008,00:36.7,Defense,Other DoD,Fixed Price Incentive,31211436.16,2891
2008,00:36.7,Defense,Other DoD,Not Reported,42850405.44,1115
2009,00:36.7,Defense,Air Force,Fixed Price Redetermination,191000,2
2009,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,Army,Labor Hours,382067788.7,1475
2009,00:36.7,Defense,MDA,Fixed Price Redetermination,390799.6,1
2009,00:36.7,Defense,Navy,Fixed Price Award Fee,193221057.9,602
2009,00:36.7,Defense,Navy,Fixed Price Redetermination,512380.37,21
2010,00:36.7,Defense,Air Force,Firm Fixed Price,35029470194,153850
2010,00:36.7,Defense,Army,Combination (two or more),3457924806,5034
2010,00:36.7,Defense,Army,Time and Materials,8290389831,12542
2010,00:36.7,Defense,MDA,Cost Plus Fixed Fee,670791086.7,750
2010,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2010,00:36.7,Defense,Navy,Cost Plus Fixed Fee,17565027842,42451
2010,00:36.7,Defense,Navy,Other (none of the above),1548456.77,34
2010,00:36.7,Defense,Other DoD,Combination (two or more),322215997.1,1676
2010,00:36.7,Defense,Other DoD,Fixed Price Incentive,29947169.06,900
2010,00:36.7,Defense,Other DoD,Not Reported,25443683.66,242
2010,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2011,00:36.7,Defense,Air Force,Cost Plus Award Fee,5016557305,2822
2011,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2011,00:36.7,Defense,Army,Fixed Price Redetermination,106549671.1,246
2011,00:36.7,Defense,DLA,Fixed Price Redetermination,79475764.1,1103
2011,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,425607428.8,96
2011,00:36.7,Defense,Navy,Cost Plus Incentive,10132656201,4812
2011,00:36.7,Defense,Navy,Fixed Price Award Fee,914171166.1,914
2012,00:36.7,Defense,Army,Cost Plus Fixed Fee,15249856931,15918
2012,00:36.7,Defense,Army,Firm Fixed Price,72385817306,359699
2012,00:36.7,Defense,DLA,Firm Fixed Price,20284570473,479587
2012,00:36.7,Defense,MDA,Cost Plus Fixed Fee,1342617496,1983
2012,00:36.7,Defense,MDA,Firm Fixed Price,735555217.6,591
2012,00:36.7,Defense,MilitaryHealth,Cost No Fee,2290366.09,56
2012,00:36.7,Defense,Navy,Cost Sharing,4998939.93,31
2009,00:36.7,Defense,DLA,Labor Hours,759280789.2,22157
2009,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,Navy,Cost Plus Incentive,6008955688,2312
2009,00:36.7,Defense,Navy,Firm Fixed Price,37643670774,251909
2009,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,44224178.14,85
2009,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,86255701.73,1079
2010,00:36.7,Defense,Air Force,Fixed Price Award Fee,352671842.2,823
2010,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,1712771628,1227
2010,00:36.7,Defense,Army,Firm Fixed Price,95336268153,427000
2010,00:36.7,Defense,Army,Fixed Price Incentive,1664805751,160
2010,00:36.7,Defense,Army,Not Reported,130097947.9,1206
2010,00:36.7,Defense,DLA,Combination (two or more),31357796.2,25
2010,00:36.7,Defense,DLA,Cost Sharing,1064985,11
2010,00:36.7,Defense,DLA,Firm Fixed Price,21203202830,479719
2010,00:36.7,Defense,DLA,Fixed Price Incentive,91213580.82,3855
2010,00:36.7,Defense,DLA,Not Reported,0,10
2010,00:36.7,Defense,DLA,Time and Materials,39774860.69,220
2010,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,439579791,141
2010,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,6534810.72,23
2010,00:36.7,Defense,Navy,Combination (two or more),2096458309,3092
2010,00:36.7,Defense,Navy,Cost Plus Award Fee,10483529368,11452
2010,00:36.7,Defense,Navy,Fixed Price Level of Effort,65530316.01,442
2010,00:36.7,Defense,Navy,Order Dependent (IDV only),-18550,1
2010,00:36.7,Defense,Other DoD,Firm Fixed Price,11142934165,64356
2011,00:36.7,Defense,Army,Cost Plus Award Fee,9931029389,3609
2011,00:36.7,Defense,Army,Labor Hours,501322390.5,1729
2011,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2011,00:36.7,Defense,Army,Other (none of the above),0,1
2011,00:36.7,Defense,DLA,Cost No Fee,7523398.33,38
2011,00:36.7,Defense,DLA,Cost Plus Award Fee,1251851,6
2011,00:36.7,Defense,DLA,Cost Plus Fixed Fee,96895341.54,115
2011,00:36.7,Defense,DLA,Labor Hours,479503490.9,18477
2011,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2011,00:36.7,Defense,DLA,Other (none of the above),0,3
2011,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,1165255062,335
2011,00:36.7,Defense,Navy,Firm Fixed Price,41032147713,247218
2011,00:36.7,Defense,Navy,Fixed Price Redetermination,53927901.51,110
2011,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,1820224729,1623325
2012,00:36.7,Defense,Air Force,Cost Plus Incentive,4151475541,1154
2012,00:36.7,Defense,Air Force,Firm Fixed Price,43039684809,137951
2012,00:36.7,Defense,Air Force,Fixed Price Award Fee,128741939,306
2012,00:36.7,Defense,Army,Combination (two or more),1965840775,2751
2012,00:36.7,Defense,Army,Fixed Price Incentive,1207621103,188
2012,00:36.7,Defense,Army,Time and Materials,3691367567,6939
2012,00:36.7,Defense,Navy,Fixed Price Redetermination,81766554.98,131
2012,00:36.7,Defense,Other DoD,Cost Plus Incentive,138391986.9,443
2012,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,2933945374,1561960
2013,00:36.7,Defense,Air Force,Cost Sharing,201920248,109
2013,00:36.7,Defense,Air Force,Firm Fixed Price,30580739518,121132
2013,00:36.7,Defense,Air Force,Fixed Price Incentive,4486178210,1204
2013,00:36.7,Defense,Army,Combination (two or more),1192636715,1811
2013,00:36.7,Defense,DLA,Combination (two or more),-12717543.53,9
2013,00:36.7,Defense,MDA,Fixed Price Award Fee,0,NULL
2013,00:36.7,Defense,MilitaryHealth,Combination (two or more),0,2
2013,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,993109982.9,139
2013,00:36.7,Defense,Navy,Cost Plus Award Fee,6012208070,5800
2013,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,377215909.4,1434
2013,00:36.7,Defense,Navy,Labor Hours,27455055.78,208
2013,00:36.7,Defense,Other DoD,Combination (two or more),248218357.6,1022
2013,00:36.7,Defense,Other DoD,Firm Fixed Price,10290089911,7669152
2013,00:36.7,Defense,Other DoD,Fixed Price Incentive,-1882542.416,34
2014,00:36.7,Defense,Air Force,Cost No Fee,3673920881,4303
2014,00:36.7,Defense,Air Force,Cost Plus Award Fee,2564527272,1538
2014,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2014,00:36.7,Defense,Army,Cost Plus Incentive,2439687435,935
2014,00:36.7,Defense,Army,Cost Sharing,29836920.28,73
2014,00:36.7,Defense,Army,Fixed Price Redetermination,80201753.09,157
2014,00:36.7,Defense,DLA,Cost Plus Incentive,21247568.09,6
2014,00:36.7,Defense,DLA,Fixed Price Redetermination,33497513.97,191
2014,00:36.7,Defense,MDA,Cost Plus Fixed Fee,2406674150,2304
2014,00:36.7,Defense,MDA,Fixed Price Level of Effort,389523.7233,10
2014,00:36.7,Defense,MilitaryHealth,Labor Hours,2429957,2
2014,00:36.7,Defense,Navy,Fixed Price Incentive,16341158840,2483
2014,00:36.7,Defense,Navy,Time and Materials,149694746.6,1520
2014,00:36.7,Defense,Other DoD,Cost Plus Award Fee,-28308137.3,469
2014,00:36.7,Defense,Other DoD,Cost Sharing,4642069.18,13
2012,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2012,00:36.7,Defense,DLA,Fixed Price Redetermination,84698814.24,967
2012,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2012,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,5034330169,247
2012,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,291452310.9,71
2012,00:36.7,Defense,Navy,Cost Plus Incentive,5327553977,4487
2012,00:36.7,Defense,Other DoD,Fixed Price Redetermination,-161110.86,7
2013,00:36.7,Defense,Air Force,Fixed Price Award Fee,147646570.7,148
2013,00:36.7,Defense,Army,Cost Plus Fixed Fee,14297025132,16234
2013,00:36.7,Defense,Army,Firm Fixed Price,56671634324,291583
2013,00:36.7,Defense,DLA,Firm Fixed Price,18864025374,501734
2013,00:36.7,Defense,MDA,Cost Plus Fixed Fee,1808882963,2111
2013,00:36.7,Defense,MDA,Firm Fixed Price,595428462.9,558
2013,00:36.7,Defense,MilitaryHealth,Cost No Fee,19663524.02,44
2013,00:36.7,Defense,Navy,Cost Sharing,14395098.72,41
2013,00:36.7,Defense,Navy,Fixed Price Level of Effort,80499467.27,425
2013,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,3336720907,9781
2013,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2014,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,10399543317,15392
2014,00:36.7,Defense,Air Force,Other (none of the above),0,2
2014,00:36.7,Defense,Army,Cost Plus Award Fee,2808966865,1799
2014,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2014,00:36.7,Defense,DLA,Cost Plus Fixed Fee,28961986.42,80
2014,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2014,00:36.7,Defense,MDA,Cost Plus Award Fee,1128708567,735
2014,00:36.7,Defense,MDA,Cost Plus Incentive,1707282627,404
2014,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,-1000284.469,13
2014,00:36.7,Defense,Navy,Cost No Fee,848757524.2,3300
2014,00:36.7,Defense,Navy,Labor Hours,36325203.74,207
2014,00:36.7,Defense,Other DoD,Fixed Price Redetermination,-196005.7447,35
2011,00:36.7,Defense,MilitaryHealth,Time and Materials,2366480.48,3
2011,00:36.7,Defense,Navy,Combination (two or more),7817778464,2939
2011,00:36.7,Defense,Navy,Fixed Price Incentive,13893572455,1009
2011,00:36.7,Defense,Other DoD,Cost No Fee,956109206.8,686611
2011,00:36.7,Defense,Other DoD,Cost Plus Award Fee,154165210.6,1935
2011,00:36.7,Defense,Other DoD,Cost Sharing,11088314.51,553
2012,00:36.7,Defense,Air Force,Fixed Price Level of Effort,74325000.6,308
2012,00:36.7,Defense,Air Force,Not Reported,-153172.97,16
2012,00:36.7,Defense,Air Force,Time and Materials,1139385691,3551
2012,00:36.7,Defense,Army,Cost No Fee,2756948052,2866
2012,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1354671780,2804
2012,00:36.7,Defense,DLA,Cost Sharing,509606.87,10
2012,00:36.7,Defense,DLA,Fixed Price Incentive,116265372.3,4236
2012,00:36.7,Defense,DLA,Fixed Price Level of Effort,4113512.41,4
2012,00:36.7,Defense,MDA,Cost No Fee,39705288.19,150
2012,00:36.7,Defense,MDA,Labor Hours,-635506.42,47
2012,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2012,00:36.7,Defense,MilitaryHealth,Time and Materials,28926091.29,21
2012,00:36.7,Defense,Navy,Firm Fixed Price,39551471253,231211
2012,00:36.7,Defense,Navy,Not Reported,142903.05,10
2012,00:36.7,Defense,Navy,Order Dependent (IDV only),0,0
2012,00:36.7,Defense,Other DoD,Cost No Fee,721298041.2,428513
2012,00:36.7,Defense,Other DoD,Fixed Price Award Fee,116760850.8,277
2012,00:36.7,Defense,Other DoD,Labor Hours,123794503.2,898
2013,00:36.7,Defense,Air Force,Combination (two or more),365742642.8,1049
2013,00:36.7,Defense,Air Force,Fixed Price Level of Effort,127751914.9,465
2013,00:36.7,Defense,Army,Fixed Price Incentive,571278650.7,147
2013,00:36.7,Defense,DLA,Cost No Fee,2655654.119,20
2013,00:36.7,Defense,DLA,Cost Sharing,1470774.31,11
2013,00:36.7,Defense,DLA,Fixed Price Incentive,89500540.16,3554
2013,00:36.7,Defense,DLA,Labor Hours,3590762.697,773
2013,00:36.7,Defense,MDA,Fixed Price Incentive,185711939.4,78
2013,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,7492143947,384
2013,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,1680626591,1231
2013,00:36.7,Defense,Navy,Order Dependent (IDV only),0,0
2013,00:36.7,Defense,Other DoD,Fixed Price Award Fee,15114581,203
2013,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,108339451.6,204
2013,00:36.7,Defense,Other DoD,Time and Materials,57918203.32,1904
2014,00:36.7,Defense,Air Force,Combination (two or more),151342793.5,183
2014,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,478783118.7,672
2014,00:36.7,Defense,Air Force,Labor Hours,77612505.24,641
2014,00:36.7,Defense,Army,Labor Hours,293685300.9,888
2014,00:36.7,Defense,Army,Not Reported,-7862384.04,61
2014,00:36.7,Defense,DLA,Cost No Fee,2063634.953,9
2014,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,8765726288,35923
2011,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,170825001.8,1966
2011,00:36.7,Defense,Navy,Labor Hours,102716979.1,439
2011,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2011,00:36.7,Defense,Other DoD,Firm Fixed Price,12098279063,8872624
2011,00:36.7,Defense,Other DoD,Fixed Price Incentive,-16953660.72,58
2011,00:36.7,Defense,Other DoD,Time and Materials,554776864.3,3164
2012,00:36.7,Defense,Army,Cost Plus Award Fee,5979663294,2769
2012,00:36.7,Defense,Army,Cost Sharing,27006254.97,120
2012,00:36.7,Defense,Army,Labor Hours,905266553.1,1612
2012,00:36.7,Defense,DLA,Cost No Fee,2860221,31
2012,00:36.7,Defense,DLA,Cost Plus Award Fee,137735.55,1
2012,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,22105747525,33471
2012,00:36.7,Defense,DLA,Labor Hours,415798776.1,20787
2012,00:36.7,Defense,MDA,Fixed Price Level of Effort,99792.29,2
2012,00:36.7,Defense,MilitaryHealth,Cost Plus Award Fee,624143.39,1
2012,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,4404487341,425
2012,00:36.7,Defense,MilitaryHealth,Labor Hours,3540906.58,6
2012,00:36.7,Defense,Navy,Time and Materials,247536400.4,2725
2012,00:36.7,Defense,Other DoD,Cost Plus Award Fee,97552161.97,624
2012,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,3486656278,8064
2013,00:36.7,Defense,Air Force,Cost Plus Incentive,3510238656,1017
2013,00:36.7,Defense,Air Force,Fixed Price Redetermination,4566288.907,84
2013,00:36.7,Defense,Air Force,Not Reported,-31377.14,32
2013,00:36.7,Defense,Army,Cost No Fee,1277824677,2913
2013,00:36.7,Defense,Army,Time and Materials,1641318001,4927
2013,00:36.7,Defense,DLA,Time and Materials,20431430,113
2013,00:36.7,Defense,MilitaryHealth,Time and Materials,30489496.9,15
