ParentID	FiscalYear	ObligatedAmount	ObligatedAmountIsSmall	PercentIsSmall	LargeGreaterThan3B	MaxOfAnyIsSmall	MinOfAnyIsSmall	MaxOfIsOnePercentPlusSmall	MinOfIsOnePercentPlusSmall	MaxOfAlwaysIsSmall	MinOfAlwaysIsSmall
SOUTHWESTERN BELL	2001	74000	0	0	0	0	0	0	0	0	0
KIRBYORAT	2002	79034	49034	0.620416	0	1	1	1	1	0	0
CADDELL CONSTRUCTION CO	2002	261493942	31785	0.000121	0	1	1	0	0	0	0
ICG COMMUNICATIONS	2008	404600	0	0	0	0	0	0	0	0	0
UNTEC OF AMERICA	2005	376721.14	359474.14	0.954218	0	1	1	1	1	0	0
STANDARD AERO	2008	32294600.03	-1319	-0.00004	0	1	0	0	0	0	0
IMO INDUSTRIES	2005	6906969	1669827	0.241759	0	1	1	1	1	0	0
CADDELL CONSTRUCTION CO	2005	267855781.1	0	0	0	0	0	0	0	0	0
TEXAS INSTRUMENTS	1999	82389100	926425	0.011244	0	1	0	1	0	0	0
Mansfield Oil	2002	11678906	11678906	1	0	1	1	1	1	0	0
ACDI/VOCA	2005	5973332	0	0	0	0	0	0	0	0	0
INTERFACE	1999	1374505	114085	0.083	0	1	0	1	0	1	0
NATIONAL AIR CARGO	2008	190272.14	0	0	0	1	1	0	0	0	0
BP GLOBAL	2005	1421975801	0	0	1	0	0	0	0	0	0
SIAM INTEGRATED TECHNOLOGY	2002	51000	0	0	0	0	0	0	0	0	0
NORTHWEST AIRLINES	2002	16164720	0	0	0	0	0	0	0	0	0
GATE PETROLEUM COMPANY	2002	549769	0	0	0	0	0	0	0	0	0
MCGHEE MONITA	2002	60000	60000	1	0	1	1	1	1	1	1
IRON MOUNTAIN	2008	14881201.93	3287906.99	0.220943	0	1	0	1	0	1	0
SEVEN SEAS ENGINEERING & LAND S	2005	-198898	-198898	1	0	1	1	1	1	1	1
PENNSYLVANIA STATE UNIVERSITY	2011	248603531.9	0	0	1	0	0	0	0	0	0
QUANTUM RESEARCH INTERNATIONAL	2008	51057422.41	50715624.62	0.993305	0	1	1	1	1	0	0
MOOG CLASS A	1999	49378477	62789	0.001271	0	1	0	0	0	0	0
NORTHWEST AIRLINES	2005	6572452	0	0	0	0	0	0	0	0	0
ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND	1999	33647	0	0	0	0	0	0	0	0	0
SYSCO	2012	131198331.5	578635.99	0.00441	1	1	0	1	0	1	0
ANDREW	1994	2303051	354327	0.153851	0	1	0	1	0	0	0
PATHOLOGY	2001	7352926	0	0	0	0	0	0	0	0	0
SENAGROSOL CONSULT	2012	50000	50000	1	0	1	1	1	1	1	1
HIGHLAND ACQUISITION	2010	9192199.12	38500	0.004188	0	1	0	0	0	0	0
CESPA	2009	17044710.27	0	0	1	0	0	0	0	0	0
SUMARIA SYSTEMS	2014	14156170.36	12877611.69	0.909681	0	1	1	1	1	0	0
HALLIBURTON	2005	5899739001	1318785.9	0.000223	1	1	0	1	0	1	0
SERENA HOTELS	2011	63710	63710	1	0	1	1	1	1	1	1
CENTURION GROUP	2005	869567	869567	1	0	1	1	1	1	1	1
INDYNE	2005	122507507.9	122099261.9	0.996667	0	1	1	1	1	0	0
DEL JEN	2008	445300.08	0	0	0	0	0	0	0	0	0
EMCOR COMPANY	2011	284033281.5	79808.39	0.00028	1	1	1	1	0	1	0
SEA LION	2002	19782	19782	1	0	1	1	1	1	1	1
BLUE OCEAN SOFTWARE	2005	290076.74	234254.4	0.80756	0	1	1	1	1	0	0
THOMSONORGANIZATIONHOLDINGS	2002	1452638	49850	0.034316	0	1	1	1	1	0	0
CENTURYTEL	2008	1227100.8	313298.13	0.255315	0	1	0	1	0	1	0
SYSTEMS GROUP	2008	17977.99	17977.99	1	0	1	1	1	1	1	1
INDYNE	2002	2631292	2288292	0.869645	0	1	1	1	1	1	0
CLEAN HARBORS	2014	3884772.364	41245.2199	0.010617	0	1	0	1	0	0	0
INGERSOLL RAND COMPANY	2005	-5713	0	0	0	0	0	0	0	0	0
Toyota	2011	2105577.21	0	0	0	0	0	0	0	0	0
GLOBAL KNOWLEDGE	2008	2866794.68	999672.58	0.348707	0	1	0	1	0	0	0
EC AMERICA	2008	38142995.44	35230669.58	0.923647	0	1	1	1	1	1	0
PETERSON BUILDERS	2005	10000	10000	1	0	1	1	1	1	1	1
UNIVERSITY OF SOUTH ALABAMA (USA)	2011	123338	0	0	0	0	0	0	0	0	0
APPLIED DIGITAL SOLUTIONS	2002	8201000	8201000	1	0	1	1	1	1	0	0
ATLANTIC MANAGEMENT CENTER	1999	1499334	1499334	1	0	1	1	1	1	1	1
CHAS KURZ &	2002	12540875	12540875	1	0	1	1	1	1	1	1
FPMI COMMUNICATIONS	2002	3270664	3216664	0.983489	0	1	1	1	1	0	0
SUMARIA SYSTEMS	2011	19024889.11	12396903.92	0.651615	0	1	1	1	1	0	0
INSTITUTE OF INTERNATIONAL EDU	2002	29559611	0	0	0	0	0	0	0	0	0
ELEKTA HOLDINGS	2002	314014.28	0	0	0	0	0	0	0	0	0
INTERNATIONAL FOUNDATION FOR E	2001	189500	0	0	0	0	0	0	0	0	0
CTF HOTEL MANAGEMENT	2008	196101.71	0	0	0	0	0	0	0	0	0
FMC	2002	53390554.56	30800	0.000576	1	1	0	1	0	1	0
"KELLY AEROSPACE, INC [BUSINESS]; LIMCO PIEDMONT, INC [BUSINESS]"	2002	447602	447602	1	0	1	1	1	1	1	1
KULLMAN INDUSTRIES	2002	61725000	0	0	0	0	0	0	0	0	0
SPACE ENVIRONMENT	2008	489012	374670	0.766177	0	1	1	1	1	0	0
EyakTek	2008	314357236.5	314302336.5	0.999825	0	1	1	1	1	0	0
UNIT IF DIGITAL SYSTEMS INTERN	2002	23358495	23358495	1	0	1	1	1	1	1	1
ECCI-C METAG JV	2011	197452189.4	0	0	0	0	0	0	0	0	0
MINE SAFETY APPLIANCES COMPANY	1999	12418545	316868	0.025515	0	1	0	1	0	0	0
THE ASSOCIATED PRESS	2002	2013620	34092	0.01693	0	1	0	1	0	0	0
CTF HOTEL MANAGEMENT	2011	171725.91	0	0	0	0	0	0	0	0	0
CBC COMPANIES	2005	73895.94	26840	0.363213	0	1	1	1	1	0	0
CASA CONSTRUCTION	2006	11050	11050	1	0	1	1	1	1	1	1
UNIVERSITY HOSPITAL	1998	427518	427518	1	0	1	1	1	1	1	1
SSI SERVICES	1993	97264546	0	0	0	0	0	0	0	0	0
MICRON	1993	1089456	0	0	1	0	0	0	0	0	0
THERMO PROCESS	2004	3182467	3182467	1	0	1	1	1	1	1	1
HAMILTON PRODUCTS	2001	1446916	1418916	0.980648	0	1	1	1	1	1	0
Samsung	2006	254571536.5	1523	0.000005	1	1	0	1	0	1	0
ASSOCIATION OF AM RAILROADS	2004	5801100	5778700	0.996138	0	1	1	1	1	0	0
ESCO ENERGY	2004	1897834	1897834	1	0	1	1	1	1	1	1
G & G CONTRACTING	2004	1307659	1307659	1	0	1	1	1	1	1	1
LUTHERAN SOCIAL SERVICES OF MI	2012	862369.5	0	0	0	0	0	0	0	0	0
HERSTAL GROUP	2004	92264585.6	82737	0.000896	0	1	1	0	0	0	0
RUST UTILITY SERVICES INTERN	2009	19230	0	0	0	0	0	0	0	0	0
GEC	2001	3279435	0	0	0	0	0	0	0	0	0
RQ CONSTRUCTION	2003	96674017	17240066	0.178331	0	1	1	1	1	0	0
USA WASTE SERVICES	2003	93001	93000	0.999989	0	1	0	1	0	1	0
PACIFIC ARCHITECTS & ENGINEERS	1998	63995016	0	0	0	0	0	0	0	0	0
STERLING MILLWRIGHTS	1998	30645	30645	1	0	1	1	1	1	1	1
TECO	2007	597289.11	0	0	0	0	0	0	0	0	0
EMC	2004	141267383.7	509785.36	0.003608	1	1	0	1	0	1	0
Innovative Technical Solutions [Gilbane Building Company]	2006	218322631.8	118393214.8	0.542285	0	1	1	1	1	1	0
ADA	2004	2223676	2219469	0.998108	0	1	0	1	0	1	0
EMCON	2012	587366.64	3605	0.006137	0	1	1	0	0	0	0
THE BODE TECHNOLOGY GROUP	1998	20000	20000	1	0	1	1	1	1	1	1
AMERICAN INTERNATIONAL CONTRACTORS	2006	90644307	2188000	0.024138	0	1	0	1	0	0	0
HENSEL PHELPS CONSTRUCTION	2009	1859805351	0	0	0	0	0	0	0	0	0
OST ENTERPRISES	2015	52340078.77	19485177.01	0.37228	0	1	1	1	1	0	0
KEY BRIDGE FOUNDATION FOR EDUC	2010	802433.3	-22566.7	-0.028122	0	1	1	0	0	0	0
THE BOGOT COMPA	2007	16266.02	16266.02	1	0	1	1	1	1	1	1
PEOPLESOFT	1998	-794863	0	0	0	0	0	0	0	0	0
EVERGREEN INTERNATIONAL	2007	23372939.15	419385	0.017943	0	1	0	1	0	0	0
AWK CONSULTING	1994	153258	153258	1	0	1	1	1	1	1	1
THE ALPINE GROUP	2001	8911681	661886	0.074271	0	1	1	1	1	0	0
MICROSEMI	2004	55783	55783	1	0	1	1	1	1	1	1
AZIMA HOLDINGS	2006	710485	683950	0.962652	0	1	1	1	1	0	0
EMC	2001	29598046	1052919	0.035573	1	1	0	1	0	1	0
SAINT VINCENTS CATHOLIC MEDICAL CENTERS OF NEW YORK	2004	61356019.79	0	0	0	0	0	0	0	0	0
WIRE ONE TECHNOLOGIES	2007	2394339.92	2006350.94	0.837955	0	1	1	1	1	0	0
ADM INTERNATIONAL	2010	6374037.66	4653876.49	0.73013	0	1	1	1	1	0	0
DEUTSCHE TELEKOM AG	1997	27149380	0	0	0	0	0	0	0	0	0
AFFILIATED COMPUTER SERVICES [XEROX]	2012	5355.07	0	0	1	0	0	0	0	0	0
GANNETT	2001	111097	81585	0.734358	0	1	1	1	1	1	0
THE NEWTRON GROUP	2001	13000	0	0	0	0	0	0	0	0	0
OREGON FREEZE DRY	2001	1111659	1111659	1	0	1	1	1	1	1	1
CON-WAY	2001	1040778	0	0	1	0	0	0	0	0	0
RS INFORMATION SYSTEMS	2006	202009275	120823954.8	0.59811	0	1	1	1	1	0	0
FOSTER WHEELER	2010	639153.67	15826.12	0.024761	1	1	0	1	0	0	0
MOBIL OIL	2011	13789158.05	0	0	0	0	0	0	0	0	0
SIMRAD NORTH A	2001	2309490	343000	0.148517	0	1	1	1	1	0	0
MANHATTAN TORCON A JOINT VENTURE	2015	5955667	0	0	0	0	0	0	0	0	0
ANTEON [GENERAL DYNAMICS]	2007	25627564.29	7967735.37	0.310904	0	1	0	1	0	1	0
VSE	1997	123892509	0	0	0	0	0	0	0	0	0
STRATEGIC PARTNERS	2010	844720.04	844720.04	1	0	1	1	1	1	1	1
KEY BRIDGE FOUNDATION FOR EDUC	2013	369186.8	0	0	0	0	0	0	0	0	0
ARCO	1993	161687305	0	0	1	0	0	0	0	0	0
WESTERN OILFIELDS SUPPLY	2003	43969.27	43969.27	1	0	1	1	1	1	1	1
ATK	2007	2407880901	110831539	0.046028	1	1	0	1	0	1	0
ADM INTERNATIONAL	2013	1822806.401	1812145.631	0.994151	0	1	1	1	1	0	0
MO state government	2003	2530	0	0	0	0	0	0	0	0	0
STERLING MEDICAL	1993	9242304	88085	0.00953	0	1	0	1	0	0	0
PIZZAGALLI PROPERTIES	2000	2572000	2432000	0.945567	0	1	1	1	1	0	0
BROWNING FERRIS	2011	72723.55	2443.03	0.033593	0	1	0	1	0	1	0
CHILDREN'S NATIONAL MEDICAL CT	2002	2309213	0	0	0	0	0	0	0	0	0
PERKIN ELMER	2011	51294178.72	237432.32	0.004628	0	1	1	0	0	0	0
JVP ENGINEERS PC	2011	169418	169418	1	0	1	1	1	1	1	1
VISION SYSTEMS INTERNATIONAL	2005	28716909	2000	0.000069	0	1	0	1	0	1	0
CSX	2004	8429.25	0	0	1	0	0	0	0	0	0
SECURITY CONSULTANTS GROUP [SECURITAS AB]	2005	35529498.73	35529427.21	0.999997	0	1	1	1	1	0	0
CARLISLE	1999	5387993	5387993	1	0	1	1	1	1	1	1
BLACK & DECKER	2008	178931.45	178931.45	1	0	1	1	1	1	1	1
G & P TEST ENGINEERING & DESIGN	2005	22361	22361	1	0	1	1	1	1	1	1
BOSTON WATER &	2005	572696.73	0	0	0	0	0	0	0	0	0
RUST INTERNATIONAL	2005	-9005	0	0	0	0	0	0	0	0	0
VCAMPUS	2005	63441	63441	1	0	1	1	1	1	1	1
MILCOM	2002	61350763.33	110481	0.0018	0	1	1	0	0	0	0
TRITON SYSTEMS	2008	10673494.65	10673494.65	1	0	1	1	1	1	1	1
SECURITY CONSULTANTS GROUP [SECURITAS AB]	2002	25246158	23997158	0.950527	0	1	1	1	1	0	0
DLR HOLDING COMPANY	2002	128000	0	0	0	0	0	0	0	0	0
PERKIN ELMER	2008	13758814.47	371241.56	0.026982	0	1	0	1	0	0	0
PLATTE RIVER I	2005	1149363	0	0	0	0	0	0	0	0	0
TEXAS RESEARCH	2002	5065009	5065152	1.000028	0	1	1	1	1	0	0
OFFSHORE	2011	79205	79205	1	0	1	1	1	1	1	1
GRACON	2005	3350864.88	3350864.88	1	0	1	1	1	1	1	1
THE OF MERCER MER	2011	21104831.92	0	0	0	0	0	0	0	0	0
TRAK COM	2014	15947	0	0	0	0	0	0	0	0	0
HOLMAN CONSTRUCTION & GENERAL	2008	10139775.21	10139775.21	1	0	1	1	1	1	1	1
JVP ENGINEERS PC	2008	10714	10714	1	0	1	1	1	1	1	1
PACIFIC UTILIT	2005	55278	53278	0.963819	0	1	1	1	1	0	0
ROPER	2004	587334.5	221341.5	0.376857	0	1	1	1	1	0	0
Hydroid	2005	7509158	7199334	0.95874	0	1	1	1	1	0	0
NORTHERN STATES POWER	2005	3568238	3568238	1	0	1	1	1	1	1	1
UNIFIRST	1996	183660	0	0	0	0	0	0	0	0	0
PARKER HANNIFIN	2008	149956535.1	1263430.92	0.008425	1	1	0	1	0	1	0
ADVANCED EQUIPMENT MAINTENANCE	2008	1292317	1292317	1	0	1	1	1	1	1	1
DLR HOLDING COMPANY	2005	230223	0	0	0	0	0	0	0	0	0
GLOBAL INSIGHT	2007	1175614	0	0	0	0	0	0	0	0	0
CR ASSOCIATES	2005	37283579.84	22117106.71	0.593213	0	1	1	1	1	0	0
GHM	2002	498826	0	0	0	0	0	0	0	0	0
WEBEX COMMUNICATIONS	2002	88060	0	0	0	0	0	0	0	0	0
CARLISLE	1996	5076923	4092254	0.80605	0	1	1	1	1	1	0
RUST INTERNATIONAL	2002	29710052	0	0	0	0	0	0	0	0	0
ASARCO	1998	514336	0	0	0	0	0	0	0	0	0
OGILVY PUBLIC RELATIONS WORLDW	2006	11747846.51	0	0	0	0	0	0	0	0	0
OKLAHOMA GAS & ELECTRIC	2001	1124000	0	0	0	0	0	0	0	0	0
WORLD FUEL SERVICES CORPORATION	2003	95889235	2731535	0.028486	1	1	0	1	0	0	0
DLT SOLUTIONS	1993	1366860	81606	0.059703	0	1	0	1	0	0	0
CBI INDUSTRIES	1999	156850	0	0	0	0	0	0	0	0	0
BOSTON WATER &	2008	385166.56	0	0	0	0	0	0	0	0	0
BROOKS LUMBER COMPANY	2006	127285	127285	1	0	1	1	1	1	1	1
SVT ASSOCIATES	2007	2385138.56	2385138.56	1	0	1	1	1	1	1	1
BOSTON GAS	2004	355166	0	0	0	0	0	0	0	0	0
GRC INTERNATIONAL [AT&T CORP]	1998	52743653	99563	0.001887	0	1	0	0	0	0	0
MCDERMOTT INTERNATIONAL	2014	447360015.7	0	0	1	0	0	0	0	0	0
I&S ACQUISITION CORPORATION	2011	191035890.3	0	0	0	0	0	0	0	0	0
QUEST DIAGNOSTICS	2011	86492314.7	13350.48	0.000154	1	1	0	1	0	0	0
OYOORATIO	1999	421809	0	0	0	0	0	0	0	0	0
SIOUX CONTRACT	1992	787150	787150	1	0	1	1	1	1	1	1
OWL COMPANY	2002	99732996	469762	0.00471	0	1	0	1	0	0	0
MCMUNN ASSOCIATES	2005	4114937.4	4114937.4	1	0	1	1	1	1	1	1
SSANGYONG MOTOR COMPANY	2008	254279679.1	254149949.6	0.999489	0	1	1	1	1	0	0
UNIVERSITY OF	2008	17075927.52	156965	0.009192	0	1	0	1	0	0	0
WASTE MANAGEMENT	2011	15718873.54	854518.63	0.054362	1	1	0	1	0	1	0
WILBUR SMITH ASSOCIATES	2002	670525	160525	0.239401	0	1	0	1	0	0	0
TRC COMPANIES	2005	4937376.24	22550	0.004567	0	1	0	1	0	0	0
WASTE MANAGEMENT	2008	16404409.23	1363351.98	0.083108	1	1	0	1	0	1	0
APPTIS	2005	523725108.3	129656574.9	0.247566	0	1	1	1	1	1	0
BUCCANEER COMPUTER SYSTEMS [VANGENT]	2002	2295000	2295000	1	0	1	1	1	1	1	1
SHIVE HATTERY	2001	369000	0	0	0	0	0	0	0	0	0
CORT FURNITURE	2008	720990.34	0	0	0	0	0	0	0	0	0
MCKESSON	2005	4342972057	8630196.79	0.001987	1	1	0	1	0	1	0
ZACHRY CADDELL JOINT VENTURE	2005	749033	0	0	0	0	0	0	0	0	0
MYRIAD GENETICS	2002	202000	0	0	0	0	0	0	0	0	0
BUZZ CUTS MAXIMUM LAWNCARE	2005	4550	4550	1	0	1	1	1	1	1	1
ABB	1996	2874687	30150	0.010488	0	1	0	1	0	1	0
PHILIP MORRIS COMPANIES	2008	217410	217410	1	0	1	1	1	1	1	1
SENSOR SYSTEMS	2010	4343123.13	4250948.52	0.978776	0	1	1	1	1	0	0
GERALD COPELAND	2002	2032000	2032000	1	0	1	1	1	1	1	1
ASL CONSULTING ENGINEERS	2005	-9376	0	0	0	0	0	0	0	0	0
MANTECH INTL A	2007	613820742.8	13873064.19	0.022601	0	1	0	1	0	1	0
KAMAN	2014	63180650.29	120436.96	0.001906	0	1	0	1	0	0	0
INFOPRO	2014	54895706.11	54895706.11	1	0	1	1	1	1	1	0
KOR ELECTRONICS	2014	9616267.291	4914400.191	0.51105	0	1	1	1	1	0	0
SCRA	1999	9559181	172283	0.018022	0	1	0	1	0	0	0
US FOODS	2002	128023289.6	257590	0.002012	1	1	0	1	0	1	0
IDX SYSTEMS	2002	3544216	0	0	0	0	0	0	0	0	0
SRA INTERNATIONAL	2002	309733646.1	43025544.06	0.138911	0	1	0	1	0	1	0
I&S ACQUISITION CORPORATION	2008	20962058	0	0	0	0	0	0	0	0	0
MTA	2014	10249808.68	10041408.68	0.979667	0	1	0	1	0	1	0
AVTRON MANUFACTURING	2008	2829908.04	1485185.17	0.524817	0	1	1	1	1	1	0
MUSCOGEE NATION BUSINESS ENTER	2005	12703025.19	12703025.19	1	0	1	1	1	1	1	1
QIOPTIQ	2008	2062093.6	0	0	0	0	0	0	0	0	0
WOODARD & ASSOC	2005	745011	745011	1	0	1	1	1	1	1	1
ENTERGY	2006	51258092.78	19500	0.00038	1	1	0	0	0	0	0
STEWART ALMA CHARLES	2003	58000	58000	1	0	1	1	1	1	1	1
HI TECH HOMES	2010	7906	7906	1	0	1	1	1	1	1	1
KAISER AEROPSACE & ELECTRONICS	2007	14697582.02	246559	0.016775	0	1	1	1	1	0	0
STANFORD UNIVERSITY	2010	347065861.4	12000	0.000034	1	1	0	0	0	0	0
CINCINNATI BELL	2000	61000	0	0	0	0	0	0	0	0	0
THE MCCRONE GROUP	2006	5715694	2695584	0.47161	0	1	1	1	1	0	0
SIERRA MONOLITHICS	1994	375000	375000	1	0	1	1	1	1	1	1
BBA AVIATION PLC	1997	1520134	1459051	0.959817	0	1	1	1	1	0	0
UNIVERSITY OF SAN DIEGO	1991	1067000	0	0	0	0	0	0	0	0	0
CONSOLIDATED NATURAL GAS	2000	723000	0	0	0	0	0	0	0	0	0
CONSOLIDATED ENGINEERING SERVI	2012	108947.9	3251	0.029839	0	1	1	1	1	0	0
TBT JANITORIAL	2004	975894	975894	1	0	1	1	1	1	1	1
SPEER INDUSTRIES	2009	10512.01	0	0	0	0	0	0	0	0	0
TBT JANITORIAL	2001	3767752	3767752	1	0	1	1	1	1	1	1
DELOITTE	2009	506052816.7	1496714.7	0.002957	1	1	0	0	0	0	0
SHIPYARD AMERICA	2009	51658.84	51658.84	1	0	1	1	1	1	1	1
JJMA	2010	131721322.1	-13592.36	-0.000103	1	1	1	0	0	0	0
STG INTERNATIONAL	2006	170854410.9	131808213.7	0.771465	0	1	1	1	1	1	0
HENSEL PHELPS KIEWIT JOINT VENTURE	2015	4241280	0	0	1	0	0	0	0	0	0
NORTH AMERICAN AIRLINES [GLOBAL AVIATION HOLDINGS]	1998	226500	226500	1	0	1	1	1	1	1	1
COOKSON GROUP	2004	13630560	1999999	0.146729	1	1	1	1	1	0	0
CGI GROUP	2015	472478520.4	0	0	1	0	0	0	0	0	0
FORCE 3	1998	21452375	12676375	0.590907	0	1	1	1	1	0	0
AMERICAN INSTITUTE FOR RESEARCH	2012	97535582.3	1927868	0.019765	0	1	1	1	1	0	0
TENIR INVESTMENTS	2001	7157059	4972098	0.694712	0	1	1	1	1	1	0
TOKYO ELECTRIC POWER	2003	6608127	0	0	0	0	0	0	0	0	0
AMERICAN STANDARD	2006	27085029.81	538721	0.019889	0	1	0	1	0	1	0
UNITED LINEN SERVICES	2011	-645.76	0	0	0	0	0	0	0	0	0
CHUCK FUNKE	2009	25144924.4	24301206.48	0.966445	0	1	1	1	1	0	0
LYKES LINES	2001	28600000	0	0	0	0	0	0	0	0	0
AMTEC	2012	136884331.7	134338558.7	0.981402	0	1	1	1	1	0	0
JOHN Q HAMMONS HOTELS	2003	1104835	0	0	0	0	0	0	0	0	0
PRICEWATERHOUSECOOPERS	2001	34860915	15400807	0.441778	1	1	0	1	0	1	0
BAHRAIN PETROLEUM COMPANY	2004	196618206.2	0	0	1	0	0	0	0	0	0
CHOGGIUNG	1998	67597	67597	1	0	1	1	1	1	1	1
ALCOA	2006	16381654.55	249180.19	0.01521	0	1	0	1	0	1	0
NORTH AMERICAN AIRLINES [GLOBAL AVIATION HOLDINGS]	2001	4889880	4765900	0.974645	0	1	1	1	1	0	0
MEDICINE	2012	19662690.66	0	0	0	0	0	0	0	0	0
NETSCAN TECHNOLOGY	2000	26000	26000	1	0	1	1	1	1	1	1
LYKES LINES	1998	23088146	0	0	0	0	0	0	0	0	0
UNIVERSITY PLAZA ASSOCIATES	2009	76120.44	0	0	0	0	0	0	0	0	0
AMERICAN INSTITUTE FOR RESEARCH	2009	94242113.44	3426515	0.036358	0	1	1	1	1	0	0
TENIR INVESTMENTS	1998	23461291	12398782	0.528478	0	1	1	1	1	0	0
CGI GROUP	2012	834559176.3	-1559212.86	-0.001868	1	1	0	1	0	0	0
FORCE 3	1995	20859456	20654373	0.990168	0	1	1	1	1	0	0
HITACHI GE JV	2009	15000	0	0	0	0	0	0	0	0	0
CORRECTIONS CORPORATION OF AMERICA	2009	789674372	0	0	0	0	0	0	0	0	0
DOVERORAT	2004	14913.5	3263.5	0.218828	0	1	1	1	1	0	0
QUANTA SYSTEMS	2004	139846.14	0	0	0	0	0	0	0	0	0
SISTERS OF THE PRESENTATION OF	2013	709808.51	0	0	0	0	0	0	0	0	0
MITSUBISHI HEAVY INDUSTRIES	2000	4991981	64000	0.01282	0	1	0	1	0	1	0
TRANSTECHNOLOGY	2000	9292832	69212	0.007447	0	1	0	0	0	0	0
BECHTEL	1991	54001000	0	0	1	0	0	0	0	0	0
STERLING COMPUTERS	2007	36143476.83	35947183.83	0.994569	0	1	1	1	1	1	0
FLUOR	2010	1899489731	-12279.72	-0.000006	1	1	0	0	0	0	0
LIONEL HENDERSON &	2003	12538995.08	12538995.08	1	0	1	1	1	1	1	1
BRIGHTON MARINE HEALTH CENTER	2010	130213364.3	0	0	0	0	0	0	0	0	0
HDR	1990	605000	0	0	0	0	0	0	0	0	0
MARTIN'S POINT HEALTH CARE	1997	43847000	0	0	0	0	0	0	0	0	0
MA MORTENSON COMPANY	2007	359230714	0	0	1	0	0	0	0	0	0
HERCULES	2005	7309131.1	0	0	0	0	0	0	0	0	0
SOJOURNER DOUGLASS COLLEGE	2007	5000	0	0	0	0	0	0	0	0	0
DONALDSON COMPANY	2008	1506112.8	147073.5	0.097651	0	1	0	1	0	0	0
LABEL MASTER	2008	48899	48899	1	0	1	1	1	1	1	1
IT RESEARCH INSTITUTE	2005	98692195.06	1334310	0.013519	0	1	0	1	0	1	0
"NORTEL ENTERPRISE SOLUTIONS, NORTEL GOVERNMENT SOLUTIONS"	2002	229997	248000	1.078274	0	1	0	1	0	0	0
PROCTER & GAMBLE	1999	211246547	0	0	1	0	0	0	0	0	0
MERLIN SHIPHOLDING	1999	5321218	5321218	1	0	1	1	1	1	1	1
FEMCO	2005	14441004.65	14087739.65	0.975537	0	1	1	1	1	1	0
Fujitsu	2008	2145976.94	8638	0.004025	0	1	0	0	0	0	0
UNIVERSITY OF INDIANA	2008	13434054.82	0	0	0	0	0	0	0	0	0
SOURIS RIVER TELECOMMUNICATION	2005	367105	0	0	0	0	0	0	0	0	0
FATIGUE TECHNOLOGY	2005	3314484.99	3262722.58	0.984382	0	1	1	1	1	0	0
MBB OF AMERICA	2011	23017889.33	23017889.33	1	0	1	1	1	1	1	1
THE HENRY M JACKSON FOUNDATION	2001	13470982	190941	0.014174	0	1	1	1	1	0	0
INNOVATIVE LOGISTICS TECHNIQUES	1998	29887521	21953441	0.734535	0	1	1	1	1	0	0
ZAF Group	2011	33210756.88	0	0	0	0	0	0	0	0	0
GRANITE CONSTRUCTION COMPANY	2002	19957164	0	0	0	0	0	0	0	0	0
SAIC	1999	1507629991	90318796	0.059907	1	1	0	1	0	1	0
MERCK	2002	22747703.12	3525	0.000154	1	1	0	0	0	0	0
THE BIOMETOCS	1999	11621998	1862986	0.160298	0	1	1	1	1	0	0
WPP	2002	85105651	0	0	1	0	0	0	0	0	0
PREFERRED SYSTEMS SOLUTIONS	2005	16894872.64	10063583.8	0.595659	0	1	1	1	1	0	0
VARIAN MEDICAL SYSTEMS	2008	30093456.93	172532.04	0.005733	0	1	0	1	0	0	0
CTA	2014	5263388.133	3145531.964	0.597624	0	1	0	1	0	1	0
PERFORMANCE MANAGEMENT CONSULTANTS	2002	7069448	6276000	0.887763	0	1	1	1	1	0	0
SHAW GROUP INC	2002	198856913	0	0	1	0	0	0	0	0	0
HATAKEYAMA	2008	40710	0	0	0	0	0	0	0	0	0
MACK	2002	6097305	6097305	1	0	1	1	1	1	1	1
DRS	1999	87740369	40963932	0.466876	1	1	0	1	0	1	0
LUSTER NATIONA	2002	5948779	5948779	1	0	1	1	1	1	1	1
MCR FEDERAL	2011	27848947.13	7663112.43	0.275167	0	1	1	1	1	0	0
Panalpina	2008	135427.5	14727.5	0.108748	0	1	1	1	1	0	0
THE HENRY M JACKSON FOUNDATION	2004	34757539	153206	0.004407	0	1	1	0	0	0	0
STANDEX INTERNATIONAL	2005	41106	35608	0.866248	0	1	1	1	1	1	0
BLACK & VEATCH HOLDING	2011	215170773.4	0	0	0	0	0	0	0	0	0
CONTRACK INTERNATIONAL	2011	175478723.6	0	0	0	0	0	0	0	0	0
MOBEXORTION	2002	39000	39000	1	0	1	1	1	1	1	1
BBDO WORLDWIDE	2011	451814.54	0	0	0	0	0	0	0	0	0
AEPCO	2011	10229799.72	10214549.43	0.998509	0	1	1	1	1	0	0
DAVIS BACON	2009	9232740.63	8129800.31	0.88054	0	1	1	1	1	0	0
AEROFLEX	2006	59800	59800	1	0	1	1	1	1	1	1
CAREER COM	1999	127336	47400	0.372243	0	1	1	1	1	0	0
GREENLAND CONTRACTORS I/S	1993	35073498	0	0	0	0	0	0	0	0	0
SOFITEL HOTEL	2004	183700	0	0	0	0	0	0	0	0	0
COOPERATIVE PERSONNEL SERVICES	2013	-2429933.52	2642.68	-0.001087	0	1	1	0	0	0	0
MAURICE A KELLIHER	2000	1000	0	0	0	0	0	0	0	0	0
